abbreviation,addedBy,cog,csecoida,description,ecnumber,formula,keggId,keggorthology,lastModified,mcs,modifiedBy,notes,pdmapName,ref,reversible,rxn_id,subsystem,url
biomass102,,,,biomass0,,0.0079397 10fthf[c] + 41.257 h[c] + 0.0079397 nadp[c] + 41.2914 atp[c] + 0.0079397 nad[c] + 0.0079397 coa[c] + 0.0079397 amet[c] + 0.26101 glu_L[c] + 0.14833 asp_L[c] + 0.0079397 5mthf[c] + 0.0079397 fad[c] + 0.0079397 ACP[c] + 0.0079397 ribflv[c] + 0.042403 gtp[c] + 0.016558 datp[c] + 0.0079397 ptrc[c] + 0.26756 ala_L[c] + 0.40933 gly[c] + 0.0079397 thf[c] + 0.14833 asn_L[c] + 0.056954 cys_L[c] + 0.26101 gln_L[c] + 0.21675 ser_L[c] + 0.18684 thr_L[c] + 0.3237 lys_L[c] + 0.1934 arg_L[c] + 0.0079397 so4[c] + 0.0079397 k[c] + 0.1135 met_L[c] + 0.0079397 ca2[c] + 0.0079397 adocbl[c] + 0.026124 ctp[c] + 0.0079397 cl[c] + 0.028225 utp[c] + 0.0079397 gthrd[c] + 0.010319 dgtp[c] + 0.010319 dctp[c] + 0.016558 dttp[c] + 0.0079397 fe2[c] + 0.0079397 fe3[c] + 0.081948 his_L[c] + 0.27043 ile_L[c] + 0.34746 leu_L[c] + 0.17619 phe_L[c] + 0.0079397 pheme[c] + 0.16103 pro_L[c] + 0.054496 trp_L[c] + 0.11104 tyr_L[c] + 0.30772 val_L[c] + 0.0079397 pydx5p[c] + 0.0079397 spmd[c] + 0.0079397 thmpp[c] + 0.0079397 2dmmq8[c] + 0.0079397 mqn8[c] + 0.0085871 pg180[c] + 0.0085871 clpn180[c] + 0.0085871 pgai17[c] + 0.0085871 clpnai17[c] + 0.0085871 pgi17[c] + 0.0085871 clpni17[c] + 0.0079397 cobalt2[c] + 0.0079397 q8[c] + 0.0079397 cu2[c] + 0.0079397 mg2[c] + 0.0079397 mn2[c] + 0.0079397 zn2[c] + 0.0018061 udcpdp[c] + 0.0018061 PGP[c] + 0.0085871 pe180[c] + 0.0085871 peai17[c] + 0.0085871 pei17[c] + 0.0079397 sheme[c] + 0.0018061 sttca1[c] + 0.0018061 sttcaacgam[c] + 0.0018061 ai17tca1[c] + 0.0018061 ai17tcaacgam[c] + 0.0018061 i17tca1[c] + 0.0018061 i17tcaacgam[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] + 0.0018061 tcam[c] + 0.0018061 glyc45tca[c] + 0.0018061 glyc45tcaglc[c] + 0.0018061 glyc45tcaala_D[c] + 0.0018061 sttcaglc[c] + 0.0018061 ai17tcaglc[c] + 0.0018061 i17tcaglc[c] + 0.0018061 sttcaala_D[c] + 0.0018061 ai17tcaala_D[c] + 0.0018061 i17tcaala_D[c] -> 45.354 h2o[c] + 41.257 adp[c] + 41.2491 pi[c] + 0.1849 ppi[c] + 0.0079397 apoACP[c] + 0.0079397 cbi[c] + biomass[c] + 0.0079397 dmbzid[c] + 0.0072242 PGPm1[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10083,,http://vmh.uni.lu/_api/reactions/10083/?format=pcsv
ETOHt2r,,,,ethanol reversible transport via proton symport,,h[e] + etoh[e] <=> h[c] + etoh[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10084,,http://vmh.uni.lu/_api/reactions/10084/?format=pcsv
PNTOt2,,,,Pantothenate reversible transport via proton symport,,h[e] + pnto_R[e] <=> h[c] + pnto_R[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10085,,http://vmh.uni.lu/_api/reactions/10085/?format=pcsv
DM_thmpp(c),,,,demand reaction for Thiamine diphosphate,,thmpp[c] -> ,,,2016-11-30T10:25:21Z,,,,,,0,10086,,http://vmh.uni.lu/_api/reactions/10086/?format=pcsv
DATPt,,,,Dinucleoside transport (dATP),,datp[e] <=> datp[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10087,,http://vmh.uni.lu/_api/reactions/10087/?format=pcsv
EX_datp(e),,,,dATP(4-) exchange,,datp[e] <=> ,,,2016-11-30T10:25:21Z,,,,,,1,10088,,http://vmh.uni.lu/_api/reactions/10088/?format=pcsv
CHSTEROLup,,,,Cholesterol uptake (extracellular),,chsterol[e] -> chsterol[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10089,,http://vmh.uni.lu/_api/reactions/10089/?format=pcsv
biomass214,,,,biomass0,,0.0079397 10fthf[c] + 37.16 h2o[c] + 0.0079397 nadp[c] + 41.2914 atp[c] + 0.0079397 nad[c] + 0.0079397 coa[c] + 0.0079397 amet[c] + 0.26101 glu_L[c] + 0.14833 asp_L[c] + 0.0079397 5mthf[c] + 0.0079397 fad[c] + 0.0079397 ACP[c] + 0.0079397 ribflv[c] + 0.042403 gtp[c] + 0.01542 datp[c] + 0.0079397 ptrc[c] + 0.26756 ala_L[c] + 0.40933 gly[c] + 0.0079397 thf[c] + 0.14833 asn_L[c] + 0.056954 cys_L[c] + 0.26101 gln_L[c] + 0.21675 ser_L[c] + 0.18684 thr_L[c] + 0.3237 lys_L[c] + 0.1934 arg_L[c] + 0.0079397 so4[c] + 0.0079397 k[c] + 0.1135 met_L[c] + 0.0079397 ca2[c] + 0.0079397 adocbl[c] + 0.026124 ctp[c] + 0.0018061 chsterol[c] + 0.0079397 cl[c] + 0.028225 utp[c] + 0.0079397 gthrd[c] + 0.011456 dgtp[c] + 0.011456 dctp[c] + 0.01542 dttp[c] + 0.0079397 fe2[c] + 0.0079397 fe3[c] + 0.081948 his_L[c] + 0.27043 ile_L[c] + 0.34746 leu_L[c] + 0.17619 phe_L[c] + 0.0079397 pheme[c] + 0.16103 pro_L[c] + 0.054496 trp_L[c] + 0.11104 tyr_L[c] + 0.30772 val_L[c] + 0.0079397 pydx5p[c] + 0.0079397 spmd[c] + 0.0079397 thmpp[c] + 0.0079397 2dmmq8[c] + 0.0079397 mqn8[c] + 0.0085871 pg180[c] + 0.0085871 clpn180[c] + 0.0085871 pgai17[c] + 0.0085871 clpnai17[c] + 0.0085871 pgi17[c] + 0.0085871 clpni17[c] + 0.0079397 cobalt2[c] + 0.0079397 q8[c] + 0.0079397 cu2[c] + 0.0079397 mg2[c] + 0.0079397 mn2[c] + 0.0079397 zn2[c] + 0.0085871 pe180[c] + 0.0085871 peai17[c] + 0.0085871 pei17[c] + 0.0079397 sheme[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] -> 41.257 h[c] + 41.257 adp[c] + 41.2491 pi[c] + 0.1849 ppi[c] + 0.0079397 apoACP[c] + 0.0079397 cbi[c] + biomass[c] + 0.0079397 dmbzid[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10090,,http://vmh.uni.lu/_api/reactions/10090/?format=pcsv
biomass465,,,,biomass0,,0.0030965 10fthf[c] + 35.5403 h2o[c] + 0.0030965 nadp[c] + 40.1102 atp[c] + 0.0030965 nad[c] + 0.0030965 coa[c] + 0.0030965 amet[c] + 0.21909 glu_L[c] + 0.20083 asp_L[c] + 0.0030965 5mthf[c] + 0.0030965 fad[c] + 0.0030965 ACP[c] + 0.0030965 ribflv[c] + 0.13541 gtp[c] + 0.0087061 datp[c] + 0.0030965 ptrc[c] + 0.42793 ala_L[c] + 0.50987 gly[c] + 0.0030965 thf[c] + 0.20083 asn_L[c] + 0.076146 cys_L[c] + 0.21909 gln_L[c] + 0.17946 ser_L[c] + 0.21107 thr_L[c] + 0.28544 lys_L[c] + 0.2467 arg_L[c] + 0.0030965 so4[c] + 0.0030965 k[c] + 0.1278 met_L[c] + 0.0030965 ca2[c] + 0.0030965 adocbl[c] + 0.084104 ctp[c] + 0.0030965 cl[c] + 0.090832 utp[c] + 0.0030965 gthrd[c] + 0.023328 dgtp[c] + 0.023328 dctp[c] + 0.0087061 dttp[c] + 0.0030965 fe2[c] + 0.0030965 fe3[c] + 0.079264 his_L[c] + 0.2418 ile_L[c] + 0.37539 leu_L[c] + 0.15452 phe_L[c] + 0.0030965 pheme[c] + 0.18435 pro_L[c] + 0.047202 trp_L[c] + 0.12068 tyr_L[c] + 0.35223 val_L[c] + 0.0030965 pydx5p[c] + 0.0030965 spmd[c] + 0.0030965 thmpp[c] + 0.0030965 2dmmq8[c] + 0.0030965 mqn8[c] + 0.010648 pg180[c] + 0.010648 clpn180[c] + 0.010648 pgai17[c] + 0.010648 clpnai17[c] + 0.010648 pgi17[c] + 0.010648 clpni17[c] + 0.0030965 cobalt2[c] + 0.0030965 q8[c] + 0.0030965 cu2[c] + 0.0030965 mg2[c] + 0.0030965 mn2[c] + 0.0030965 zn2[c] + 0.025011 udcpdp[c] + 0.025011 PGP[c] + 0.010648 pe180[c] + 0.010648 peai17[c] + 0.010648 pei17[c] + 0.0030965 sheme[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] + 0.025011 colipa[c] -> 40.0 h[c] + 40.0 adp[c] + 39.9969 pi[c] + 0.48459 ppi[c] + 0.0030965 apoACP[c] + 0.0030965 cbi[c] + biomass[c] + 0.0030965 dmbzid[c] + 0.025011 PGPm1[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10091,,http://vmh.uni.lu/_api/reactions/10091/?format=pcsv
US7P1PT,,,,utp[c]:Sedoheptulose 7-phosphate 1-phosphotransferase,,utp[c] + s7p[c] <=> h[c] + udp[c] + s17bp[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10092,,http://vmh.uni.lu/_api/reactions/10092/?format=pcsv
biomass482,,,,biomass0,,34.7965 h2o[c] + 0.0078094 nadp[c] + 40.1701 atp[c] + 0.0078094 nad[c] + 0.0078094 coa[c] + 0.0078094 amet[c] + 0.25601 glu_L[c] + 0.23468 asp_L[c] + 0.0078094 fad[c] + 0.0078094 ACP[c] + 0.0078094 ribflv[c] + 0.2091 gtp[c] + 0.50006 ala_L[c] + 0.5958 gly[c] + 0.23468 asn_L[c] + 0.08898 cys_L[c] + 0.25601 gln_L[c] + 0.2097 ser_L[c] + 0.24665 thr_L[c] + 0.33355 lys_L[c] + 0.28827 arg_L[c] + 0.0078094 so4[c] + 0.0078094 k[c] + 0.14934 met_L[c] + 0.0078094 ca2[c] + 0.12988 ctp[c] + 0.0078094 cl[c] + 0.14027 utp[c] + 1.2407 dgtp[c] + 1.2407 dctp[c] + 0.0078094 fe2[c] + 0.0078094 fe3[c] + 0.092623 his_L[c] + 0.28255 ile_L[c] + 0.43866 leu_L[c] + 0.18056 phe_L[c] + 0.21543 pro_L[c] + 0.055157 trp_L[c] + 0.13425 tyr_L[c] + 0.4116 val_L[c] + 0.0078094 pydx5p[c] + 0.0078094 cobalt2[c] + 0.0078094 cu2[c] + 0.0078094 mg2[c] + 0.0078094 mn2[c] + 0.0078094 zn2[c] + 0.092476 udcpdp[c] + 0.092476 PGP[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] -> 40.0 h[c] + 40.0 adp[c] + 39.9922 pi[c] + 0.60426 ppi[c] + 1.2181 datp[c] + 1.2181 dttp[c] + 0.0078094 apoACP[c] + biomass[c] + 0.092476 PGPm1[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10093,,http://vmh.uni.lu/_api/reactions/10093/?format=pcsv
EX_2mbut(e),,,,2-methylbutyrate exchange,,2mbut[e] <=> ,,,2016-11-30T10:25:21Z,,,,,,1,10094,,http://vmh.uni.lu/_api/reactions/10094/?format=pcsv
2MBUTt2r,,,,2-methylbutyrate transport via proton symport,,h[e] + 2mbut[e] <=> h[c] + 2mbut[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10095,,http://vmh.uni.lu/_api/reactions/10095/?format=pcsv
EX_5aptn(e),,,,5-Aminopentanoate exchange,,5aptn[e] <=> ,,,2016-11-30T10:25:21Z,,,,,,1,10096,,http://vmh.uni.lu/_api/reactions/10096/?format=pcsv
5APTNt2r,,,,5-Aminopentanoate transport via proton symport,,h[e] + 5aptn[e] <=> h[c] + 5aptn[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10097,,http://vmh.uni.lu/_api/reactions/10097/?format=pcsv
ALAD_L,,,,L-alanine dehydrogenase,,h2o[c] + nad[c] + ala_L[c] -> nh4[c] + h[c] + nadh[c] + pyr[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10098,,http://vmh.uni.lu/_api/reactions/10098/?format=pcsv
PLACOR,,,,Phenyllactate oxidoreductase,,nad[c] + plac[c] <=> h[c] + nadh[c] + phpyr[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10099,,http://vmh.uni.lu/_api/reactions/10099/?format=pcsv
PLACD,,,,Phenyllactate dehydratase,,plac[c] -> h2o[c] + cinnm[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10100,,http://vmh.uni.lu/_api/reactions/10100/?format=pcsv
CINNMR,,,,Cinnamate reductase,,fdxrd[c] + cinnm[c] <=> pppn[c] + fdxox[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10101,,http://vmh.uni.lu/_api/reactions/10101/?format=pcsv
TRPDA_H,,,,"Tryptophan deamination, forming indole-3-propionate (hypothetical reaction)",,h[c] + nadh[c] + trp_L[c] -> nh4[c] + nad[c] + ind3ppa[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10102,,http://vmh.uni.lu/_api/reactions/10102/?format=pcsv
PRO_DR,,,,D-proline reductase,,h[c] + nadh[c] + pro_D[c] -> nad[c] + 5aptn[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10103,,http://vmh.uni.lu/_api/reactions/10103/?format=pcsv
LEU_ST,,,,"L-leucine Stickland reaction, second step",,h2o[c] + nad[c] + 4mop[c] -> h[c] + nadh[c] + co2[c] + isoval[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10104,,http://vmh.uni.lu/_api/reactions/10104/?format=pcsv
VAL_ST,,,,"L-valine Stickland reaction, second step",,h2o[c] + nad[c] + 3mob[c] -> h[c] + nadh[c] + co2[c] + isobut[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10105,,http://vmh.uni.lu/_api/reactions/10105/?format=pcsv
ILE_ST,,,,"L-isoleucine Stickland reaction, second step",,h2o[c] + nad[c] + 3mop[c] -> h[c] + nadh[c] + co2[c] + 2mbut[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10106,,http://vmh.uni.lu/_api/reactions/10106/?format=pcsv
EX_pcresol(e),,,,p-cresol exchange,,pcresol[e] <=> ,,,2016-11-30T10:25:21Z,,,,,,1,10107,,http://vmh.uni.lu/_api/reactions/10107/?format=pcsv
PCRESOLt2r,,,,p-cresol transport via proton symport,,h[e] + pcresol[e] <=> h[c] + pcresol[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10108,,http://vmh.uni.lu/_api/reactions/10108/?format=pcsv
4HPHACDC,,,,4-hydroxyphenylacetate decarboxylase,,4hphac[c] -> co2[c] + pcresol[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10109,,http://vmh.uni.lu/_api/reactions/10109/?format=pcsv
4HPHACDC2,,,,4-hydroxyphenylacetate decarboxylase (yielding 4-methylcatechol),,h[c] + 34dhpha[c] -> co2[c] + 4mcat[c] ,,,2016-11-30T10:25:21Z,,,,,,0,10110,,http://vmh.uni.lu/_api/reactions/10110/?format=pcsv
EX_4mcat(e),,,,4-methylcatechol exchange,,4mcat[e] <=> ,,,2016-11-30T10:25:21Z,,,,,,1,10111,,http://vmh.uni.lu/_api/reactions/10111/?format=pcsv
4MCATt2r,,,,4-methylcatechol transport via proton symport,,h[e] + 4mcat[e] <=> h[c] + 4mcat[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10112,,http://vmh.uni.lu/_api/reactions/10112/?format=pcsv
EX_ind3ppa(e),,,,Indole-3-propionate exchange,,ind3ppa[e] <=> ,,,2016-11-30T10:25:21Z,,,,,,1,10113,,http://vmh.uni.lu/_api/reactions/10113/?format=pcsv
IND3PPAt2r,,,,Indole-3-propionate transport via proton symport reversible,,h[e] + ind3ppa[e] <=> h[c] + ind3ppa[c] ,,,2016-11-30T10:25:21Z,,,,,,1,10114,,http://vmh.uni.lu/_api/reactions/10114/?format=pcsv
biomass380,,,,biomass0,,0.0030965 10fthf[c] + 35.5403 h2o[c] + 0.0030965 nadp[c] + 40.1102 atp[c] + 0.0030965 nad[c] + 0.0030965 coa[c] + 0.0030965 amet[c] + 0.21909 glu_L[c] + 0.20083 asp_L[c] + 0.0030965 5mthf[c] + 0.0030965 fad[c] + 0.0030965 ACP[c] + 0.0030965 ribflv[c] + 0.13541 gtp[c] + 0.013506 datp[c] + 0.0030965 ptrc[c] + 0.42793 ala_L[c] + 0.50987 gly[c] + 0.0030965 thf[c] + 0.20083 asn_L[c] + 0.076146 cys_L[c] + 0.21909 gln_L[c] + 0.17946 ser_L[c] + 0.21107 thr_L[c] + 0.28544 lys_L[c] + 0.2467 arg_L[c] + 0.0030965 so4[c] + 0.0030965 k[c] + 0.1278 met_L[c] + 0.0030965 ca2[c] + 0.0030965 adocbl[c] + 0.084104 ctp[c] + 0.0030965 cl[c] + 0.090832 utp[c] + 0.0030965 gthrd[c] + 0.018533 dgtp[c] + 0.018533 dctp[c] + 0.013506 dttp[c] + 0.0030965 fe2[c] + 0.0030965 fe3[c] + 0.079264 his_L[c] + 0.2418 ile_L[c] + 0.37539 leu_L[c] + 0.15452 phe_L[c] + 0.0030965 pheme[c] + 0.18435 pro_L[c] + 0.047202 trp_L[c] + 0.12068 tyr_L[c] + 0.35223 val_L[c] + 0.0030965 pydx5p[c] + 0.0030965 spmd[c] + 0.0030965 thmpp[c] + 0.0030965 2dmmq8[c] + 0.0030965 mqn8[c] + 0.010648 pg180[c] + 0.010648 clpn180[c] + 0.010648 pgai17[c] + 0.010648 clpnai17[c] + 0.010648 pgi17[c] + 0.010648 clpni17[c] + 0.0030965 cobalt2[c] + 0.0030965 q8[c] + 0.0030965 cu2[c] + 0.0030965 mg2[c] + 0.0030965 mn2[c] + 0.0030965 zn2[c] + 0.025011 udcpdp[c] + 0.025011 PGP[c] + 0.010648 pe180[c] + 0.010648 peai17[c] + 0.010648 pei17[c] + 0.0030965 sheme[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] + 0.025011 colipa[c] -> 40.0 h[c] + 40.0 adp[c] + 39.9969 pi[c] + 0.4846 ppi[c] + 0.0030965 apoACP[c] + 0.0030965 cbi[c] + biomass[c] + 0.0030965 dmbzid[c] + 0.025011 PGPm1[c] ,,,2016-11-30T10:25:22Z,,,,,,0,10115,,http://vmh.uni.lu/_api/reactions/10115/?format=pcsv
biomass090,,,,biomass0,,0.0079397 10fthf[c] + 41.257 h[c] + 0.0079397 nadp[c] + 41.2914 atp[c] + 0.0079397 nad[c] + 0.0079397 coa[c] + 0.0079397 amet[c] + 0.26101 glu_L[c] + 0.14833 asp_L[c] + 0.0079397 5mthf[c] + 0.0079397 fad[c] + 0.0079397 ACP[c] + 0.0079397 ribflv[c] + 0.042403 gtp[c] + 0.016794 datp[c] + 0.0079397 ptrc[c] + 0.26756 ala_L[c] + 0.40933 gly[c] + 0.0079397 thf[c] + 0.14833 asn_L[c] + 0.056954 cys_L[c] + 0.26101 gln_L[c] + 0.21675 ser_L[c] + 0.18684 thr_L[c] + 0.3237 lys_L[c] + 0.1934 arg_L[c] + 0.0079397 so4[c] + 0.0079397 k[c] + 0.1135 met_L[c] + 0.0079397 ca2[c] + 0.0079397 adocbl[c] + 0.026124 ctp[c] + 0.0079397 cl[c] + 0.028225 utp[c] + 0.0079397 gthrd[c] + 0.010083 dgtp[c] + 0.010083 dctp[c] + 0.016794 dttp[c] + 0.0079397 fe2[c] + 0.0079397 fe3[c] + 0.081948 his_L[c] + 0.27043 ile_L[c] + 0.34746 leu_L[c] + 0.17619 phe_L[c] + 0.0079397 pheme[c] + 0.16103 pro_L[c] + 0.054496 trp_L[c] + 0.11104 tyr_L[c] + 0.30772 val_L[c] + 0.0079397 pydx5p[c] + 0.0079397 spmd[c] + 0.0079397 thmpp[c] + 0.0079397 2dmmq8[c] + 0.0079397 mqn8[c] + 0.0085871 pg180[c] + 0.0085871 clpn180[c] + 0.0085871 pgai17[c] + 0.0085871 clpnai17[c] + 0.0085871 pgi17[c] + 0.0085871 clpni17[c] + 0.0079397 cobalt2[c] + 0.0079397 q8[c] + 0.0079397 cu2[c] + 0.0079397 mg2[c] + 0.0079397 mn2[c] + 0.0079397 zn2[c] + 0.0018061 udcpdp[c] + 0.0018061 PGP[c] + 0.0085871 pe180[c] + 0.0085871 peai17[c] + 0.0085871 pei17[c] + 0.0079397 sheme[c] + 0.0018061 sttca1[c] + 0.0018061 sttcaacgam[c] + 0.0018061 ai17tca1[c] + 0.0018061 ai17tcaacgam[c] + 0.0018061 i17tca1[c] + 0.0018061 i17tcaacgam[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] + 0.0018061 tcam[c] + 0.0018061 glyc45tca[c] + 0.0018061 glyc45tcaglc[c] + 0.0018061 glyc45tcaala_D[c] + 0.0018061 sttcaglc[c] + 0.0018061 ai17tcaglc[c] + 0.0018061 i17tcaglc[c] + 0.0018061 sttcaala_D[c] + 0.0018061 ai17tcaala_D[c] + 0.0018061 i17tcaala_D[c] -> 45.354 h2o[c] + 41.257 adp[c] + 41.2491 pi[c] + 0.1849 ppi[c] + 0.0079397 apoACP[c] + 0.0079397 cbi[c] + biomass[c] + 0.0079397 dmbzid[c] + 0.0072242 PGPm1[c] ,,,2016-11-30T10:25:22Z,,,,,,0,10116,,http://vmh.uni.lu/_api/reactions/10116/?format=pcsv
biomass249,,,,biomass0,,0.0030965 10fthf[c] + 35.5403 h2o[c] + 0.0030965 nadp[c] + 40.1102 atp[c] + 0.0030965 nad[c] + 0.0030965 coa[c] + 0.0030965 amet[c] + 0.21909 glu_L[c] + 0.20083 asp_L[c] + 0.0030965 5mthf[c] + 0.0030965 fad[c] + 0.0030965 ACP[c] + 0.0030965 ribflv[c] + 0.13541 gtp[c] + 0.019052 datp[c] + 0.0030965 ptrc[c] + 0.42793 ala_L[c] + 0.50987 gly[c] + 0.0030965 thf[c] + 0.20083 asn_L[c] + 0.076146 cys_L[c] + 0.21909 gln_L[c] + 0.17946 ser_L[c] + 0.21107 thr_L[c] + 0.28544 lys_L[c] + 0.2467 arg_L[c] + 0.0030965 so4[c] + 0.0030965 k[c] + 0.1278 met_L[c] + 0.0030965 ca2[c] + 0.0030965 adocbl[c] + 0.084104 ctp[c] + 0.0030965 cl[c] + 0.090832 utp[c] + 0.0030965 gthrd[c] + 0.012993 dgtp[c] + 0.012993 dctp[c] + 0.019052 dttp[c] + 0.0030965 fe2[c] + 0.0030965 fe3[c] + 0.079264 his_L[c] + 0.2418 ile_L[c] + 0.37539 leu_L[c] + 0.15452 phe_L[c] + 0.0030965 pheme[c] + 0.18435 pro_L[c] + 0.047202 trp_L[c] + 0.12068 tyr_L[c] + 0.35223 val_L[c] + 0.0030965 pydx5p[c] + 0.0030965 spmd[c] + 0.0030965 thmpp[c] + 0.0030965 2dmmq8[c] + 0.0030965 mqn8[c] + 0.010648 pg180[c] + 0.010648 clpn180[c] + 0.010648 pgai17[c] + 0.010648 clpnai17[c] + 0.010648 pgi17[c] + 0.010648 clpni17[c] + 0.0030965 cobalt2[c] + 0.0030965 q8[c] + 0.0030965 cu2[c] + 0.0030965 mg2[c] + 0.0030965 mn2[c] + 0.0030965 zn2[c] + 0.025011 udcpdp[c] + 0.025011 PGP[c] + 0.010648 pe180[c] + 0.010648 peai17[c] + 0.010648 pei17[c] + 0.0030965 sheme[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] + 0.025011 colipa[c] -> 40.0 h[c] + 40.0 adp[c] + 39.9969 pi[c] + 0.48461 ppi[c] + 0.0030965 apoACP[c] + 0.0030965 cbi[c] + biomass[c] + 0.0030965 dmbzid[c] + 0.025011 PGPm1[c] ,,,2016-11-30T10:25:22Z,,,,,,0,10117,,http://vmh.uni.lu/_api/reactions/10117/?format=pcsv
biomass415,,,,biomass0,,0.0030965 10fthf[c] + 35.5403 h2o[c] + 0.0030965 nadp[c] + 40.1102 atp[c] + 0.0030965 nad[c] + 0.0030965 coa[c] + 0.0030965 amet[c] + 0.21909 glu_L[c] + 0.20083 asp_L[c] + 0.0030965 5mthf[c] + 0.0030965 fad[c] + 0.0030965 ACP[c] + 0.0030965 ribflv[c] + 0.13541 gtp[c] + 0.011478 datp[c] + 0.0030965 ptrc[c] + 0.42793 ala_L[c] + 0.50987 gly[c] + 0.0030965 thf[c] + 0.20083 asn_L[c] + 0.076146 cys_L[c] + 0.21909 gln_L[c] + 0.17946 ser_L[c] + 0.21107 thr_L[c] + 0.28544 lys_L[c] + 0.2467 arg_L[c] + 0.0030965 so4[c] + 0.0030965 k[c] + 0.1278 met_L[c] + 0.0030965 ca2[c] + 0.0030965 adocbl[c] + 0.084104 ctp[c] + 0.0030965 cl[c] + 0.090832 utp[c] + 0.0030965 gthrd[c] + 0.020559 dgtp[c] + 0.020559 dctp[c] + 0.011478 dttp[c] + 0.0030965 fe2[c] + 0.0030965 fe3[c] + 0.079264 his_L[c] + 0.2418 ile_L[c] + 0.37539 leu_L[c] + 0.15452 phe_L[c] + 0.0030965 pheme[c] + 0.18435 pro_L[c] + 0.047202 trp_L[c] + 0.12068 tyr_L[c] + 0.35223 val_L[c] + 0.0030965 pydx5p[c] + 0.0030965 spmd[c] + 0.0030965 thmpp[c] + 0.0030965 2dmmq8[c] + 0.0030965 mqn8[c] + 0.010648 pg180[c] + 0.010648 clpn180[c] + 0.010648 pgai17[c] + 0.010648 clpnai17[c] + 0.010648 pgi17[c] + 0.010648 clpni17[c] + 0.0030965 cobalt2[c] + 0.0030965 q8[c] + 0.0030965 cu2[c] + 0.0030965 mg2[c] + 0.0030965 mn2[c] + 0.0030965 zn2[c] + 0.025011 udcpdp[c] + 0.025011 PGP[c] + 0.010648 pe180[c] + 0.010648 peai17[c] + 0.010648 pei17[c] + 0.0030965 sheme[c] + dnarep[c] + proteinsynth[c] + rnatrans[c] + 0.025011 colipa[c] -> 40.0 h[c] + 40.0 adp[c] + 39.9969 pi[c] + 0.48459 ppi[c] + 0.0030965 apoACP[c] + 0.0030965 cbi[c] + biomass[c] + 0.0030965 dmbzid[c] + 0.025011 PGPm1[c] ,,,2016-11-30T10:25:22Z,,,,,,0,10118,,http://vmh.uni.lu/_api/reactions/10118/?format=pcsv
