rxn	name	ec	pathway	pathway.name	subsystem	gapseq
RIBOFLAVIN-SYN-RXN	riboflaving synthase	2.5.1.9	|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	Vitamin-Biosynthesis,Enzyme-Cofactor-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Flavin-Biosynthesis	rxn00048 rxn30056 rxn30057
LUMAZINESYN-RXN	6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	Vitamin-Biosynthesis,Enzyme-Cofactor-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Flavin-Biosynthesis	rxn03080
RIBOPHOSPHAT-RXN	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	3.1.3.104	|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	Vitamin-Biosynthesis,Enzyme-Cofactor-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Flavin-Biosynthesis	rxn05039
DIOHBUTANONEPSYN-RXN	3,4 dihydroxy-2-butanone-4-phosphate synthase	4.1.99.12	|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	Vitamin-Biosynthesis,Enzyme-Cofactor-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Flavin-Biosynthesis	rxn05040
RIBOFLAVINSYNREDUC-RXN	5-amino-6-(5-phosphoribosylamino)uracil reductase	1.1.1.193	|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	Vitamin-Biosynthesis,Enzyme-Cofactor-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Flavin-Biosynthesis	rxn02474
RIBOFLAVINSYNDEAM-RXN	diaminohydroxyphosphoribosylaminopyrimidine deaminase	3.5.4.26	|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	Vitamin-Biosynthesis,Enzyme-Cofactor-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Flavin-Biosynthesis	rxn02475 rxn10506 rxn30012
GTP-CYCLOHYDRO-II-RXN	GTP cyclohydrolase II	3.5.4.25	|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	Vitamin-Biosynthesis,Enzyme-Cofactor-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Flavin-Biosynthesis	rxn00300
R10-RXN	hexulose-6-phosphate synthase	4.1.2.43	|RUMP-PWY|	formaldehyde oxidation I	Degradation,C1-COMPOUNDS,Formaldehyde-Oxidation,Energy-Metabolism	rxn03643
R12-RXN	6-phospho-3-hexuloisomerase	5.3.1.27	|RUMP-PWY|	formaldehyde oxidation I	Degradation,C1-COMPOUNDS,Formaldehyde-Oxidation,Energy-Metabolism	rxn03644 rxn16622
6PGLUCONOLACT-RXN	6PGLUCONOLACT-RXN	3.1.1.31	|RUMP-PWY|	formaldehyde oxidation I	Degradation,C1-COMPOUNDS,Formaldehyde-Oxidation,Energy-Metabolism	rxn01476
RXN-3341	NAD+-dependent 6-phosphogluconate dehydrogenase	1.1.1.343	|RUMP-PWY|	formaldehyde oxidation I	Degradation,C1-COMPOUNDS,Formaldehyde-Oxidation,Energy-Metabolism	""
PGLUCISOM-RXN	PGLUCISOM-RXN	5.3.1.9	|RUMP-PWY|	formaldehyde oxidation I	Degradation,C1-COMPOUNDS,Formaldehyde-Oxidation,Energy-Metabolism	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760
GLU6PDEHYDROG-RXN	GLU6PDEHYDROG-RXN	1.1.1.49	|RUMP-PWY|	formaldehyde oxidation I	Degradation,C1-COMPOUNDS,Formaldehyde-Oxidation,Energy-Metabolism	rxn00604 rxn01975 rxn15072
INOPHOSPHOR-RXN	inosine phosphorylase	2.4.2.1	|SALVADEHYPOX-PWY|	adenosine nucleotides degradation II	Degradation,NUCLEO-DEG,Purine-Degradation,Adenosine-Nucleotides-Degradation	rxn01138 rxn01358 rxn01446 rxn01548 rxn01646 rxn01647 rxn01649 rxn01684 rxn01799 rxn01859 rxn01985 rxn19453 rxn19455 rxn19457 rxn20597 rxn22072 rxn22093 rxn24218
ADENODEAMIN-RXN	adenosine deaminase	3.5.4.4	|SALVADEHYPOX-PWY|	adenosine nucleotides degradation II	Degradation,NUCLEO-DEG,Purine-Degradation,Adenosine-Nucleotides-Degradation	rxn01137 rxn01858 rxn29985
RXN0-901	xanthine:NAD+ oxidoreductase	1.17.1.4/1.1.1.204	|SALVADEHYPOX-PWY|	adenosine nucleotides degradation II	Degradation,NUCLEO-DEG,Purine-Degradation,Adenosine-Nucleotides-Degradation	rxn01297 rxn01522
RXN-7682	hypoxanthine hydroxylase	1.17.1.4/1.1.1.204	|SALVADEHYPOX-PWY|	adenosine nucleotides degradation II	Degradation,NUCLEO-DEG,Purine-Degradation,Adenosine-Nucleotides-Degradation	rxn01297 rxn01522
AMP-DEPHOSPHORYLATION-RXN	AMP phosphohydrolase	3.1.3.5	|SALVADEHYPOX-PWY|	adenosine nucleotides degradation II	Degradation,NUCLEO-DEG,Purine-Degradation,Adenosine-Nucleotides-Degradation	rxn00132 rxn00363 rxn00708 rxn00831 rxn00913 rxn01145 rxn01218 rxn01445 rxn01507 rxn01521 rxn01670 rxn01961 rxn02400 rxn05050 rxn09010 rxn18968
XANPRIBOSYLTRAN-RXN	xanthine phosphoribosyltransferase	2.4.2.22	|SALVPURINE2-PWY|	xanthine and xanthosine salvage	Biosynthesis,Nucleotide-Biosynthesis,PUR-NUC-SYN,Purine-Nucleotides-Salvage	rxn00915 rxn01544
XANTHOSINEPHOSPHORY-RXN	xanthosine phosphorylase	2.4.2.1	|SALVPURINE2-PWY|	xanthine and xanthosine salvage	Biosynthesis,Nucleotide-Biosynthesis,PUR-NUC-SYN,Purine-Nucleotides-Salvage	rxn01138 rxn01358 rxn01446 rxn01548 rxn01646 rxn01647 rxn01649 rxn01684 rxn01799 rxn01859 rxn01985 rxn19453 rxn19455 rxn19457 rxn20597 rxn22072 rxn22093 rxn24218
S-ADENMETSYN-RXN	methionine adenosyltransferase	2.5.1.6/2.4.2.13	|SAM-PWY|	S-adenosyl-L-methionine biosynthesis	Enzyme-Cofactor-Biosynthesis,S-adenosyl-L-methionine-Biosynthesis,Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,C1-Carrier-Biosynthesis	rxn00126 rxn03264 rxn28979
RXN-15125	catabolic threonine dehydratase	4.3.1.17/4.2.1.13	|SERDEG-PWY|	L-serine degradation	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,SERINE-DEG	rxn00165 rxn00426 rxn07054 rxn14245 rxn30061
RXN-15124	RXN-15124	""	|SERDEG-PWY|	L-serine degradation	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,SERINE-DEG	""
RXN-15127	2-iminopropanoate deaminase	3.5.99.10	|SERDEG-PWY|	L-serine degradation	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,SERINE-DEG	""
PSERTRANSAM-RXN	phosphoserine aminotransferase	2.6.1.52	|SERSYN-PWY|	L-serine biosynthesis I	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,SERINE-BIOSYNTHESIS	rxn02914 rxn03445 rxn20631
PGLYCDEHYDROG-RXN	3-phosphoglycerate dehydrogenase	1.1.1.95	|SERSYN-PWY|	L-serine biosynthesis I	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,SERINE-BIOSYNTHESIS	rxn01101
RXN0-5114	3-phosphoserine phosphatase	3.1.3.3	|SERSYN-PWY|	L-serine biosynthesis I	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,SERINE-BIOSYNTHESIS	rxn00420 rxn02046 rxn20629 rxn28102 rxn33954
SHIKIMATE-PQQ-RXN	shikimate dehydrogenase	1.1.5.8	|SHIKIMATEDEG-PWY|	shikimate degradation I	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Shikimate-Degradation	rxn01364 rxn01742 rxn16165 rxn16901 rxn27111 rxn35592 rxn35593 rxn35594 rxn35595 rxn35596 rxn35597 rxn35598 rxn35599 rxn35601 rxn35602 rxn35603 rxn35604 rxn35605 rxn37547 rxn37548 rxn37549 rxn37550 rxn37551 rxn37552 rxn37553 rxn37554 rxn37556 rxn37557 rxn37558 rxn37559 rxn37560
DHSHIKIMATE-DEHYDRO-RXN	dehydroshikimate dehydratase	4.2.1.118	|SHIKIMATEDEG-PWY|	shikimate degradation I	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Shikimate-Degradation	rxn01188
DIGLUCOACETYL-DOCOSANOATE-HYDROLYSIS-RXN	13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoate O(6'')-acetate-esterase	3.1.1.6	|SOPHOROSYLOXYDOCOSANOATE-DEG-PWY|	sophorosyloxydocosanoate deacetylation	Degradation,Fatty-Acid-and-Lipid-Degradation	rxn05876 rxn19032 rxn19483 rxn19484
DIGLUCODIACETYL-DOCOSANOATE-LYSIS-RXN	13-sophorosyloxydocosanoate 6',6''-diacetate-esterase	3.1.1.6	|SOPHOROSYLOXYDOCOSANOATE-DEG-PWY|	sophorosyloxydocosanoate deacetylation	Degradation,Fatty-Acid-and-Lipid-Degradation	rxn05876 rxn19032 rxn19483 rxn19484
RXN-13885	hydroxy fatty acid beta-glucosyltransferase	""	|SOPHOROSYLOXYDOCOSANOATE-SYN-PWY|	sophorolipid biosynthesis	Biosynthesis,Lipid-Biosynthesis	""
RXN-13886	UDP-glucose:beta-D-glucosyloxy fatty acid glucosyltransferase	""	|SOPHOROSYLOXYDOCOSANOATE-SYN-PWY|	sophorolipid biosynthesis	Biosynthesis,Lipid-Biosynthesis	""
RXN-13887	acetyl-CoA:sophorosyloxyfatty acid acetyltransferase	""	|SOPHOROSYLOXYDOCOSANOATE-SYN-PWY|	sophorolipid biosynthesis	Biosynthesis,Lipid-Biosynthesis	""
RXN-13888	sophorosyloxyfatty acid O(6'')-acetate acetyltransferase	""	|SOPHOROSYLOXYDOCOSANOATE-SYN-PWY|	sophorolipid biosynthesis	Biosynthesis,Lipid-Biosynthesis	""
RXN-16394	fatty acid (omega-1)-hydroxylase	1.14.14.80/1.14.13.205	|SOPHOROSYLOXYDOCOSANOATE-SYN-PWY|	sophorolipid biosynthesis	Biosynthesis,Lipid-Biosynthesis	""
SORB6PDEHYDROG-RXN	sorbitol-6-phosphate 2-dehydrogenase	1.1.1.140	|SORBDEG-PWY|	D-sorbitol degradation II	Degradation,SECONDARY-METABOLITE-DEGRADATION,Sugar-Derivatives,SUGAR-ALCOHOLS-DEG	rxn03886 rxn15354
SERINE-C-PALMITOYLTRANSFERASE-RXN	serine C-palmitoyltransferase	2.3.1.50	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	rxn00948
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	3-dehydrosphinganine reductase	1.1.1.102	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	rxn02134 rxn23070 rxn23074
RXN3O-1380	dihydrospingosine C-4 hydroxylase	1.14.18.5/1.14.13.169	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	""
RXN3O-328	4-hydroxysphinganine N-acyltransferase	2.3.1.297	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	""
RXN3O-581	inositol phosphoceramide synthase	2.7.1.227	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	""
RXN3O-663	inositol phosphorylceramide mannosyltransferase	2.4.1.370	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	""
RXN3O-680	mannosyl-inositol-phosphoceramide inositolphosphotransferase	2.7.1.228	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	""
RXN-20394	ceramide very long chain fatty acid hydroxylase	1.14.18.6	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	""
RXN-20396	serine C-stearoyltransferase	2.3.1.50	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	rxn00948
RXN-12642	3-dehydrosphinganine reductase	1.1.1.102	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	rxn02134 rxn23070 rxn23074
RXN-20397	sphinganine (C20) C4-hydroxylase	1.14.18.5/1.14.13.169	|SPHINGOLIPID-SYN-PWY|	sphingolipid biosynthesis (yeast)	Biosynthesis,Lipid-Biosynthesis,Sphingolipid-Biosynthesis	""
GLUCOSIDE-3-DEHYDROGENASE-RXN	sucrose 3-dehydrogenase	1.1.99.13	|SUCROSEUTIL2-PWY|	sucrose degradation VII (sucrose 3-dehydrogenase)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,SUCROSE-DEG	rxn00580 rxn01229 rxn05898 rxn07077 rxn14171 rxn15232 rxn19816 rxn20021
3-KETOGLUCOSIDASE-RXN	3-ketosucrose hydrolase	""	|SUCROSEUTIL2-PWY|	sucrose degradation VII (sucrose 3-dehydrogenase)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,SUCROSE-DEG	""
KETOGLUCOSE-REDUCTASE-RXN	3-ketoglucose reductase	""	|SUCROSEUTIL2-PWY|	sucrose degradation VII (sucrose 3-dehydrogenase)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,SUCROSE-DEG	""
FRUCTOKINASE-RXN	FRUCTOKINASE-RXN	2.7.1.4	|SUCROSEUTIL2-PWY|	sucrose degradation VII (sucrose 3-dehydrogenase)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,SUCROSE-DEG	rxn00547 rxn15081 rxn15435 rxn21891 rxn31650
3.2.1.26-RXN	6-phospho-beta-fructofuranosidase	""	|SUCUTIL-PWY|	sucrose degradation I (sucrose phosphotransferase)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,SUCROSE-DEG	""
FRUCTOKINASE-RXN	fructokinase	2.7.1.4	|SUCUTIL-PWY|	sucrose degradation I (sucrose phosphotransferase)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,SUCROSE-DEG	rxn00547 rxn15081 rxn15435 rxn21891 rxn31650
SUCROSEPHOSPHO-RXN	Enzyme IIscr	2.7.1.211	|SUCUTIL-PWY|	sucrose degradation I (sucrose phosphotransferase)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,SUCROSE-DEG	""
SULFATE-ADENYLYLTRANS-RXN	sulfate adenylyltransferase	2.7.7.4	|SULFMETII-PWY|	assimilatory sulfate reduction II	Degradation,Noncarbon-Nutrients,Sulfur-Metabolism,Assimilatory-Sulfate-Reduction	rxn00379 rxn03373 rxn27259 rxn34004
SULFITE-REDUCTASE-FERREDOXIN-RXN	assimilatory sulfite reductase (ferredoxin)	1.8.7.1	|SULFMETII-PWY|	assimilatory sulfate reduction II	Degradation,Noncarbon-Nutrients,Sulfur-Metabolism,Assimilatory-Sulfate-Reduction	rxn05902 rxn06422 rxn11987 rxn14057 rxn27266 rxn29004 rxn32294 rxn32796 rxn34007
1.8.4.9-RXN	APS reductase	1.8.4.9	|SULFMETII-PWY|	assimilatory sulfate reduction II	Degradation,Noncarbon-Nutrients,Sulfur-Metabolism,Assimilatory-Sulfate-Reduction	rxn03983 rxn23130 rxn34005
FESGSHTHIO-RXN	S-sulfanylglutathione dioxygenase	1.13.11.18	|SULFUROX-PWY|	sulfur oxidation I (aerobic)	Degradation,Noncarbon-Nutrients,Sulfur-Metabolism,Sulfur-Oxidation,Energy-Metabolism,CHEMOAUTOTROPHIC-ENERGY-METABOLISM	rxn00565 rxn14050 rxn15776 rxn23430 rxn24663 rxn33681
SULFUR-DIOXYGENASE-RXN	Sulfur dioxygenase	""	|SULFUROX-PWY|	sulfur oxidation I (aerobic)	Degradation,Noncarbon-Nutrients,Sulfur-Metabolism,Sulfur-Oxidation,Energy-Metabolism,CHEMOAUTOTROPHIC-ENERGY-METABOLISM	""
RXN-16574	RXN-16574	1.13.11.18	|SULFUROX-PWY|	sulfur oxidation I (aerobic)	Degradation,Noncarbon-Nutrients,Sulfur-Metabolism,Sulfur-Oxidation,Energy-Metabolism,CHEMOAUTOTROPHIC-ENERGY-METABOLISM	rxn00565 rxn14050 rxn15776 rxn23430 rxn24663 rxn33681
RXN-2301	taurine:2-oxoglutarate aminotransferase	2.6.1.55	|TAURINEDEG-PWY|	taurine degradation III	Sulfur-Metabolism,Degradation,Noncarbon-Nutrients,NITROGEN-DEG,Taurine-degradation	rxn01233
FUMHYDR-RXN	fumarase	4.2.1.2	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00799 rxn33856
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00285 rxn01731 rxn33854
2OXOGLUTARATEDEH-RXN	2-oxoglutarate dehydrogenase complex	""	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	""
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587
CITSYN-RXN	citrate synthase	2.3.3.16/2.3.3.1/4.1.3.7	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00256 rxn19316 rxn33853
ACONITATEDEHYDR-RXN	citrate hydro-lyase (cis-aconitate-forming)	4.2.1.3/4.2.1.4	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	malate:quinone oxidoreductase	1.1.5.4/1.1.3.3	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00264 rxn05815 rxn08900 rxn08901 rxn10985 rxn20069 rxn20112 rxn27006 rxn27007 rxn27977 rxn36757 rxn36758 rxn36759 rxn36760 rxn36761 rxn36762 rxn36763 rxn36765 rxn37602 rxn37603
ISOCITDEH-RXN	isocitrate dehydrogenase	1.1.1.42	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00198 rxn00199 rxn01387 rxn05794 rxn15022 rxn15023 rxn15278 rxn15279
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn00248
RXN-14971	succinate dehydrogenase	1.3.5.1	|TCA|	TCA cycle I (prokaryotic)	Energy-Metabolism,TCA-VARIANTS	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995
UDPGLCNACEPIM-RXN	UDP-N-acetylglucosamine 2-epimerase	5.1.3.14	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	rxn00292 rxn00297 rxn01953 rxn25962
TEICHOICSYN2-RXN	UDP-N-acetylmannosamine transferase	2.4.1.187	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	rxn03852
TEICHOICSYN3-RXN	teichoic acid glycerol-phosphate primase	2.7.8.44	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	""
TEICHOICSYN5-RXN	poly(glycerol-phosphate) alpha-glucosyltransferase	2.4.1.52	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	rxn06565 rxn10193 rxn10298 rxn10299 rxn10300 rxn10301 rxn10302 rxn10303 rxn10304 rxn10305 rxn10306 rxn17604 rxn27284
TEICHOICSYN8-RXN	polyisoprenyl-major teichoic acid--peptidoglycan teichoic acid transferase	""	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	""
TEICHOICSYN4-RXN	teichoic acid poly(glycerol phosphate) polymerase	2.7.8.12	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	rxn06566 rxn10192 rxn10289 rxn10290 rxn10291 rxn10292 rxn10293 rxn10294 rxn10295 rxn10296 rxn10297
2.7.7.39-RXN	glycerol-3-phosphate cytidylyltransferase	2.7.7.39	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	rxn00621
GLCNACPTRANS-RXN	UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	2.7.8.33	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	rxn08040 rxn19774
6.3.2.16-RXN	PG:teichoic acid D-alanyltransferase	""	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	""
RXN-18028	poly(glycerol phosphate) teichoic acid transporter	7.5.2.4/3.6.3.40	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	rxn00062 rxn10194 rxn10195 rxn10196 rxn18688 rxn18689
RXN-18014	D-alanine--[D-alanyl carrier protein] ligase	6.2.1.54	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	""
RXN-18013	D-alanine carrier protein:PG D-alanyltransferase	""	|TEICHOICACID-PWY|	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis,Cell-Structure-Biosynthesis,Cell-Wall-Biosynthesis,Teichoic-Acids-Biosynthesis	""
THIOREDOXIN-REDUCT-NADPH-RXN	thioredoxin reductase	1.8.1.9/1.6.4.5	|THIOREDOX-PWY|	thioredoxin pathway	Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Reductants	rxn05289 rxn05910 rxn11571 rxn16213 rxn27318 rxn38722
THIOREDOXIN-RXN	THIOREDOXIN-RXN	""	|THIOREDOX-PWY|	thioredoxin pathway	Biosynthesis,Cofactor-Biosynthesis,Carriers-Biosynthesis,Electron-Carrier-Biosynthesis,Reductants	""
THIOSULFATE-DEHYDROGENASE-RXN	thiosulfate dehydrogenase	1.8.2.2	|THIOSULFOX-PWY|	thiosulfate oxidation I (to tetrathionate)	Degradation,Noncarbon-Nutrients,Sulfur-Metabolism,Thiosulfate-Oxidation,Energy-Metabolism,Respiration,AEROBIC-RESPIRATION	rxn00023 rxn00623 rxn12780 rxn27320
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103	|THRDLCTCAT-PWY|	L-threonine degradation III (to methylglyoxal)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,THREONINE-DEG	rxn01068
THREOSPON-RXN	THREOSPON-RXN	""	|THRDLCTCAT-PWY|	L-threonine degradation III (to methylglyoxal)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,THREONINE-DEG	""
AMACETOXID-RXN	aminoacetone oxidase	1.4.3.21	|THRDLCTCAT-PWY|	L-threonine degradation III (to methylglyoxal)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,THREONINE-DEG	rxn01715 rxn01833 rxn01903 rxn02250 rxn02828 rxn02993 rxn03639 rxn04140 rxn04571 rxn06056 rxn19154 rxn25689
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103	|THREONINE-DEG2-PWY|	L-threonine degradation II	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,THREONINE-DEG	rxn01068
AKBLIG-RXN	2-amino-3-ketobutyrate CoA ligase	2.3.1.29	|THREONINE-DEG2-PWY|	L-threonine degradation II	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,THREONINE-DEG	rxn00273 rxn00274
TSMOS-RXN	4-toluene-sulfonate monooxygenase	""	|TOLSULFDEG-PWY|	4-toluenesulfonate degradation I	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Sulfoaromatics-Degradation,4-Toluenesulfonate-Degradation	""
SOLDEHYD-RXN	4-sulfobenzyl alcohol dehydrogenase	1.1.1.257	|TOLSULFDEG-PWY|	4-toluenesulfonate degradation I	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Sulfoaromatics-Degradation,4-Toluenesulfonate-Degradation	rxn03583
SYDDEHYD-RXN	4-sulfobenzaldehyde dehydrogenase	1.2.1.62	|TOLSULFDEG-PWY|	4-toluenesulfonate degradation I	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Sulfoaromatics-Degradation,4-Toluenesulfonate-Degradation	rxn03584
4-SULFOBENZOATE-34-DIOXYGENASE-RXN	4-sulfobenzoate 3,4-dioxygenase	1.14.12.8	|TOLSULFDEG-PWY|	4-toluenesulfonate degradation I	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Sulfoaromatics-Degradation,4-Toluenesulfonate-Degradation	rxn01197
