id	name	altname	hierarchy	taxrange	reaId	reaEc	keyRea	reaName	reaNr	ecNr	superpathway	status	spont
|PWY-8173|	anteiso-branched-chain fatty acid biosynthesis	<i>anteiso</i>-branched-chain fatty acid biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Branched-Fatty-Acids-Biosynthesis|	|TAX-2|	RXN-21612,RXN-21614,RXN-21615,2KETO-3METHYLVALERATE-RXN,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,RXN-21616,RXN-21617,RXN-21618,RXN-21619,RXN-21620,RXN-21621,RXN-21622,RXN-21623,RXN-21624,RXN-21625,RXN-21626,RXN-21627,RXN-21628,RXN-21629,RXN-21631,RXN-21632,RXN-21633,RXN-21634,RXN-21635,RXN-21636,RXN-21637,RXN-21638,RXN-21639,RXN-21640,RXN-21641,RXN-21642,RXN-21643,RXN-21644,RXN-21716	2.3.1.dr,1.1.1.100,4.2.1.59,1.2.1.25,2.6.1.42,1.3.1.9,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,3.1.2.14,1.3.1.10,1.3.1.10,1.3.1.10,1.3.1.10,1.3.1.10,1.3.1.10,3.1.2.14	2KETO-3METHYLVALERATE-RXN	4-methyl-3-oxohexanoyl-[acp] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;(S)-3-methyl-2-oxopentanoate dehydrogenase (acylating);L-isoleucine aminotransferase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);RXN-21638;enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);RXN-21716	34	34	False	True	
|PWY-8174|	odd iso-branched-chain fatty acid biosynthesis	odd <i>iso</i>-branched-chain fatty acid biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Branched-Fatty-Acids-Biosynthesis|	|TAX-2|	RXN-21610,2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN,BRANCHED-CHAINAMINOTRANSFERLEU-RXN,RXN-21645,RXN-21646,RXN-21647,RXN-21648,RXN-21649,RXN-21650,RXN-21651,RXN-21652,RXN-21653,RXN-21654,RXN-21655,RXN-21656,RXN-21657,RXN-21658,RXN-21659,RXN-21660,RXN-21661,RXN-21662,RXN-21663,RXN-21664,RXN-21665,RXN-21666,RXN-21667,RXN-21668,RXN-21669,RXN-21670,RXN-21671,RXN-21672,RXN-21673,RXN-21675,RXN-21715	2.3.1.dr,1.2.1.25,2.6.1.6/2.6.1.42,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,3.1.2.14,3.1.2.14	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	5-methyl-3-oxohexanoyl-[acp] synthase;4-methyl-2-oxopentanoate dehydrogenase (acylating);L-leucine aminotransferase;3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);RXN-21675;RXN-21715	34	34	False	True	
|PWY-8175|	even iso-branched-chain fatty acid biosynthesis	even <i>iso</i>-branched-chain fatty acid biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Branched-Fatty-Acids-Biosynthesis|	|TAX-2|	RXN-21611,1.2.1.25-RXN,BRANCHED-CHAINAMINOTRANSFERVAL-RXN,RXN-21676,RXN-21677,RXN-21678,RXN-21679,RXN-21680,RXN-21681,RXN-21682,RXN-21683,RXN-21684,RXN-21685,RXN-21686,RXN-21687,RXN-21688,RXN-21689,RXN-21690,RXN-21691,RXN-21692,RXN-21693,RXN-21694,RXN-21695,RXN-21696,RXN-21698,RXN-21699,RXN-21700,RXN-21701,RXN-21702,RXN-21703,RXN-21704,RXN-21705,RXN-21706,RXN-21714	2.3.1.dr,1.2.1.25,2.6.1.42,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,2.3.1.179,1.1.1.100,4.2.1.59,1.3.1.9,1.3.1.10,3.1.2.14,3.1.2.14	1.2.1.25-RXN	4-methyl-3-oxopentanoyl-[acp] synthase;2-oxoisovalerate dehydrogenase;L-valine aminotransferase;3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis);3-oxoacyl-[acyl-carrier-protein] reductase;beta-hydroxyacyl-[acyl carrier protein] dehydratase;enoyl-acyl carrier protein reductase (enoyl-[acyl carrier protein] reductase I);enoyl-acyl carrier protein reductase III (enoyl-[acyl carrier protein] reductase III);RXN-21706;RXN-21714	34	34	False	True	
|PWY-8176|	geraniol biosynthesis (cytosol)	geraniol biosynthesis (cytosol)	|Terpenoid-Biosynthesis|,|MONOTERPENOID-SYN|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Aroma-Compound-Biosynthesis|	|TAX-33090|	RXN-17104,RXN-17102	3.6.1.68,3.1.3		geranyl diphosphate phosphohydrolase;RXN-17102	2	2	False	True	
|PWY-8177|	nerol biosynthesis	nerol biosynthesis	|Terpenoid-Biosynthesis|,|MONOTERPENOID-SYN|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Aroma-Compound-Biosynthesis|	|TAX-33090|	RXN-21729,DIMETHYLALLYLCISTRANSFERASE-RXN	3.7.1.r,2.5.1.28		nerol synthase;neryl diphosphate synthase	2	2	False	True	
|PWY-8178|	pentose phosphate pathway (non-oxidative branch) II	pentose phosphate pathway (non-oxidative branch) II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|Pentose-Phosphate-Cycle|	|TAX-5758|,|TAX-2|	2TRANSKETO-RXN,1TRANSKETO-RXN,RIBULP3EPIM-RXN,RIB5PISOM-RXN,SEDOBISALDOL-RXN,RXN-21730	2.2.1.1,2.2.1.1,5.1.3.1,5.3.1.6,4.1.2.13,2.7.1.90	RXN-21730	2TRANSKETO-RXN;1TRANSKETO-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;SEDOBISALDOL-RXN;diphosphate-D-sedoheptulose-7-phosphate 1-phosphotransferase	6	6	False	True	
|PWY-8179|	platensimycin biosynthesis	platensimycin biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Toxin-Biosynthesis|,|Antibiotic-Biosynthesis|	|TAX-2|	RXN-21735,RXN-21736,ASPARTATEKIN-RXN,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,RXN-13865,RXN-13866,RXN-21732,RXN-21734,RXN-21737,RXN-21738,RXN-21739,RXN-21740,RXN-21741,RXN-21742,RXN-21743,RXN-21744,RXN-21745,RXN-21747,RXN-21748,RXN-21749,RXN-21750,5.5.1.13-RXN,RXN-21751,RXN-21759,RXN-21760,RXN-21761	2.7.7,2.8.1,2.7.2.4,1.2.1.11,4.1.2.56,4.1.99.20,1.14.13.M82,6.2.1,2.8.1,,,,,,1.14.11,,,1.14.19,,,,5.5.1.13,1.3.8,4.2.1.17,1.1.1.35,2.3.1.16		[sulfur-carrier protein] adenylase;[sulfur-carrier protein]--sulfur ligase;aspartate kinase;aspartate-semialdehyde dehydrogenase;2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate synthase;3-amino-4-hydroxybenzoate synthase;3-amino-4-hydroxybenzoate 2-monooxygenase;3-amino-2,4-dihydroxybenzoate-CoA ligase;3-amino-2,4-dihydroxybenzoylsulfanide synthase;RXN-21738;thioplatensimycin synthase;RXN-21740;ent-kauranol 7alpha-dehydrogenase;ent-kauranol 7beta-dehydrogenase;(11S,16S)-ent-kauran-11,16-epoxy-19-oate 7beta-hydroxylase;(7R,11S,16S)-7-hydroxy-ent-kauran-11,16-epoxy-19-oyl-CoA synthase;7alpha-hydroxy-ent-kauranol-carboxylate adenylase;(16R)-hydroxy-ent-kauran-19-oate 11-hydroxylase;RXN-21748;RXN-21749;(16R)-ent-kauran-16-ol synthase;ent-copalyl diphosphate synthase;(4S)-homoplatensicyl-CoA dehydrogenase;2-enoyl acyl-CoA hydratase;RXN-21760;RXN-21761	26	16	False	True	RXN-21740
|PWY-8180|	acrylate degradation II	acrylate degradation II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|Acrylate-Degradation|	|TAX-2|	RXN-21753,RXN-9087,RXN-6383	6.2.1.17,1.3.1.84,4.2.1.116		acrylate--CoA ligase;acryloyl-CoA reductase;acryloyl-CoA hydratase	3	3	False	True	
|PWY-8181|	2-methyl-branched fatty acid &beta;-oxidation	2-methyl-branched fatty acid &beta;-oxidation,&alpha;-methyl-branched fatty acid &beta;-oxidation	|Metabolic-Clusters|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Fatty-Acid-and-Lipid-Degradation|,|Fatty-Acid-Degradation|	|TAX-33208|	RXN-21776,RXN-21775,RXN-21774,RXN-21773,RXN-21777,RXN-21779,RXN-21780,RXN-21781,RXN-21782,RXN-21783,RXN-21784,RXN-21785,RXN-21786,RXN-21787	1.3.8.8,1.3.8.8,1.3.8.5,6.2.1.2,6.2.1.2,4.2.1.17,4.2.1.17,4.2.1.17,1.1.1.178,1.1.1.35,1.1.1.35,2.3.1.16,2.3.1.16,2.3.1.16		long-chain 2-methyl-fatty acyl-CoA dehydrogenase;medium-chain 2-methyl-fatty acyl-CoA dehydrogenase;2-methylbutanoyl-CoA dehydrogenase;short-chain 2-methyl-acyl-coenzyme A synthetase;medium-chain 2-methyl-acyl-coenzyme A synthetase;short chain 2-methyl-2-enoyl-CoA hydratase;medium-chain 2-methyl-2-enoyl-CoA hydratase;long-chain 2-methyl-2-enoyl-CoA hydratase;short-chain (3S)-3-hydroxy-2-methylacyl-CoA dehydrogenase;medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase;long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase;short-chain 2-methyl-3-oxoacyl-CoA thiolase;propanoyl-CoA C-medium-chain acyltransferase;propanoyl-CoA C-long-chain acyltransferase	14	14	False	True	
|PWY-8182|	valproate &beta;-oxidation	valproate &beta;-oxidation,valproic acid degradation,valproate degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Fatty-Acid-and-Lipid-Degradation|,|Fatty-Acid-Degradation|	|TAX-33208|	RXN-21768,RXN-21767,RXN-21766,RXN-21765,RXN-21763,RXN-21769,RXN-21770,RXN-21771,RXN-12561	2.3.1.16,1.1.1.35,4.2.1.17,1.3.8.5,6.2.1.2,1.3.8,,1.1.1.35,2.3.1.9/2.3.1.16		RXN-21768;RXN-21767;(2E)-propylpent-2-enoyl-CoA hydratase;valproyl-CoA dehydrogenase;valproyl-coenzyme A synthetase;RXN-21769;pentenoyl-CoA hydratase;(3S)-3-hydroxyacyl-CoA dehydrogenase (medium- and short-chain 3-hydroxyacyl-CoA dehydrogenase);RXN-12561	9	8	False	True	
|PWY-8183|	L-valine degradation III (oxidative Stickland reaction)	L-valine degradation III (oxidative Stickland reaction),L-valine fermentation	|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|VALINE-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Oxidative|	|TAX-2|,|TAX-2157|	BRANCHED-CHAINAMINOTRANSFERVAL-RXN,RXN-21793,1.2.7.7-RXN	2.6.1.42,,1.2.7.7		BRANCHED-CHAINAMINOTRANSFERVAL-RXN;RXN-21793;ketoisovalerate oxidoreductase	3	2	False	True	
|PWY-8184|	L-isoleucine degradation III (oxidative Stickland reaction)	L-isoleucine degradation III (oxidative Stickland reaction),L-isoleucine fermentation	|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Oxidative|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ISOLEUCINE-DEG|	|TAX-2|,|TAX-2157|	BRANCHED-CHAINAMINOTRANSFERILEU-RXN,RXN-19503,RXN-15031	2.6.1.42,1.2.7.7,3.1.2		BRANCHED-CHAINAMINOTRANSFERILEU-RXN;RXN-19503;2-methylbutanoyl-CoA thioesterase	3	3	False	True	
|PWY-8185|	L-leucine degradation V (oxidative Stickland reaction)	L-leucine degradation V (oxidative Stickland reaction),L-leucine fermentation	|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Oxidative|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|LEUCINE-DEG|	|TAX-2|,|TAX-2157|	BRANCHED-CHAINAMINOTRANSFERLEU-RXN,RXN-19534,RXN-21794	2.6.1.6/2.6.1.42,1.2.7.7,		BRANCHED-CHAINAMINOTRANSFERLEU-RXN;RXN-19534;RXN-21794	3	2	False	True	
|PWY-8186|	L-proline degradation II (reductive Stickland reaction)	L-proline degradation II (reductive Stickland reaction),L-proline fermentation	|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Reductive|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|PROLINE-DEG|	|TAX-2|	PROLINE-RACEMASE-RXN,RXN-20164,1.21.4.1-RXN	5.1.1.4,,1.21.4.1	1.21.4.1-RXN	proline racemase;RXN-20164;D-proline reductase	3	2	False	True	RXN-20164
|PWY-8187|	L-arginine degradation XIII (reductive Stickland reaction)	L-arginine degradation XIII (reductive Stickland reaction),L-arginine fermentation	|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Reductive|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-200918|,|TAX-201174|,|TAX-1239|	ORNITHINE-GLU-AMINOTRANSFERASE-RXN,SPONTPRO-RXN,PYRROLINECARBREDUCT-RXN,ARGININE-DEIMINASE-RXN,ORNCARBAMTRANSFER-RXN	2.6.1.13,,1.5.1.2,3.5.3.6,2.1.3.3		Ornithine--oxo-glutarate aminotransferase;SPONTPRO-RXN;PCA reductase;arginine deiminase;ornithine carbamoyltransferase	5	4	False	True	SPONTPRO-RXN
|PWY-8188|	L-alanine degradation VI (reductive Stickland reaction)	L-alanine degradation VI (reductive Stickland reaction),L-alanine fermentation	|Amino-Acid-Fermentation|,|Stickland-Reductive|,|Energy-Metabolism|,|Fermentation|,|Fermentation-to-Acids|,|Fermentation-to-propanoate|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ALANINE-DEG|	|TAX-1239|	LACCOA-RXN,LACTOYL-COA-DEHYDRATASE-RXN,PROPIONATE-COA-TRANSFERASE-RXN,RXN-8568,ALANINE-AMINOTRANSFERASE-RXN,DLACTDEHYDROGNAD-RXN,LACCOA-RXN,LACTOYL-COA-DEHYDRATASE-RXN,RXN-8568,PROPIONATE-COA-TRANSFERASE-RXN	2.8.3.1,4.2.1.54,2.8.3.1,1.3.1.95,2.6.1.2,1.1.1.28,2.8.3.1,4.2.1.54,1.3.1.95,2.8.3.1	LACTOYL-COA-DEHYDRATASE-RXN,LACTOYL-COA-DEHYDRATASE-RXN	lactate CoA-transferase;D-Lactoyl-CoA dehydratase;propionate CoA-transferase;acryloyl-CoA reductase;alanine aminotransferase;D-lactate dehydrogenase;lactate CoA-transferase;D-Lactoyl-CoA dehydratase;acryloyl-CoA reductase;propionate CoA-transferase	10	10	True	True	
|PWY-8189|	L-alanine degradation V (oxidative Stickland reaction)	L-alanine degradation V (oxidative Stickland reaction),L-alanine fermentation	|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Oxidative|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ALANINE-DEG|	|TAX-1239|	ALANINE-AMINOTRANSFERASE-RXN,PYRUFLAVREDUCT-RXN	2.6.1.2,1.2.7.1		alanine aminotransferase;pyruvate-ferredoxin oxidoreductase	2	2	False	True	
|PWY-8190|	L-glutamate degradation XI (reductive Stickland reaction)	L-glutamate degradation XI (reductive Stickland reaction),L-glutamate fermentation	|Amino-Acid-Fermentation|,|Stickland-Reductive|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMATE-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|Fermentation|,|Fermentation-to-Acids|,|Acetyl-CoA-Butyrate|	|TAX-1239|,|TAX-32066|	GLUTAMATE-DEHYDROGENASE-RXN,KETOGLUTREDUCT-RXN,RXN-1083,RXN-1082,R11-RXN,RXN-19739,RXN-16834	1.4.1.2,1.1.1.399,4.2.1.167,2.8.3.12,2.8.3.1/2.8.3.8,7.2.4.5,1.3.1.109		glutamate dehydrogenase (NAD-dependent);2-oxoglutarate reductase;(R)-2-hydroxyglutaryl-CoA dehydratase;(R)-2-hydroxyglutarate CoA-transferase;acetate CoA-transferase;glutaconyl-CoA decarboxylase;butanoyl-CoA dehydrogenase (NAD+, ferredoxin)	7	7	False	True	
|PWY-8191|	cholesterol biosynthesis (algae, late side-chain reductase)	cholesterol biosynthesis (algae, late side-chain reductase)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Sterol-Biosynthesis|	|TAX-2763|	RXN-21826,RXN-21827,RXN-21828,RXN-21830,RXN-21831,RXN-11876,RXN-21165,RXN-21166,RXN-21167,RXN-11878,RXN-11884,RXN-21833,RXN-21834,RXN-21835,RXN-11959,RXN-21837,RXN-11887,RXN66-27,RXN66-28	1.14.18.10,1.14.18.10,1.14.18.10,1.1.1.418,1.1.1.270,5.5.1.9,1.14.14.154,1.14.14.154,1.14.14.154,1.3.1.70,5.3.3.5,1.14.18.M9,1.14.18.M9,1.14.18.M9,1.1.1.418,1.1.1.270,1.14.19.20,1.3.1.21,1.3.1.72		plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase;plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase;plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase;RXN-21830;RXN-21831;cyclopropyl sterol isomerase;sterol 14alpha-demethylase;sterol 14alpha-demethylase;sterol 14alpha-demethylase;delta8,14sterol delta14-sterol reductase;delta8-delta7-sterol isomerase;4alpha-methylsterol methyl oxidase;4alpha-methylsterol methyl oxidase;4alpha-methylsterol methyl oxidase;RXN-11959;RXN-21837;delta7-sterol 5(6)-desaturase;delta5,7-sterol-delta7 reductase;desmosterol reductase	19	19	False	True	
|PWY-8192|	group B Salmonella O antigen biosynthesis	group B <i>Salmonella</i> O antigen biosynthesis,group B1 <i>Salmonella</i> O antigen biosynthesis,group B2 <i>Salmonella</i> O antigen biosynthesis	|Biosynthesis|,|Cell-Structure-Biosynthesis|,|Lipopolysaccharide-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Glycan-Pathways|,|O-Antigen-Biosynthesis|	|TAX-2|	RXN-21844,RXN-21843,ABEQUOSYLTRANSFERASE-RXN,2.7.8.6-RXN	2.4.1.eh,2.4.1.ei,2.4.1.60,2.7.8.6	RXN-9158,RXN-21843	dTDP-Rha:alpha-D-Gal-diphosphoundecaprenol alpha-1,3-rhamnosyltransferase;GDP-mannose:alpha-L-Rha-(1&rarr;3)-alpha-D-Gal-PP-Und alpha-mannosyltransferase;abequosyltransferase;undecaprenyl-phosphate galactose phosphotransferase	4	4	False	True	
|PWY-8193|	group C2 Salmonella O antigen biosynthesis	group C2 <i>Salmonella</i> O antigen biosynthesis	|Biosynthesis|,|Cell-Structure-Biosynthesis|,|Lipopolysaccharide-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Glycan-Pathways|,|O-Antigen-Biosynthesis|	|TAX-2|	2.7.8.6-RXN,RXN-21846,RXN-21847,RXN-21848,RXN-21849,RXN-21864	2.7.8.6,2.4.1.ej,2.4.1.ek,2.4.1.el,2.4.1.em,2.3.1.du		undecaprenyl-phosphate galactose phosphotransferase;GDP-Man:alpha-D-Gal-diphosphoundecaprenol alpha-1,3-mannosyltransferase;GDP-Man:alpha-D-Man-(1&rarr;3)-alpha-D-Gal diphosphoundecaprenol 1,2-mannosyltransferase;dTDP-Rha:alpha-D-Man-(1&rarr;2)-alpha-D-Man-(1&rarr;3)-alpha-D-Gal-PP-Und 1,2-rhamnosyltransferase;CDP-Abe:2-OAc-alpha-L-Rha-(1&rarr;2)-alpha-D-Man-(1&rarr;2)-alpha-D-Man-(1&rarr;3)-alpha-D-Gal-PP-Und 1,3-abequosyltransferase;alpha-L-Rha-(1&rarr;2)-alpha-D-Man-(1&rarr;2)-alpha-D-Man-(1&rarr;3)-alpha-D-Gal-PP-Und acetyltransferase	6	6	False	True	
