MS ID	Old MS ID	External ID	Source
rxn05122|rxn06064|rxn15598|rxn15677	rxn05122|rxn06064	3.2.1.67	Enzyme Class
rxn17983|rxn22743|rxn22744|rxn23920|rxn28284		3.2.1.68	Enzyme Class
rxn30585		3.2.1.68-	Enzyme Class
rxn17984		3.2.1.7	Enzyme Class
rxn17985		3.2.1.70	Enzyme Class
rxn17986		3.2.1.71	Enzyme Class
rxn17987		3.2.1.72	Enzyme Class
rxn17988		3.2.1.73	Enzyme Class
rxn00222|rxn01051|rxn02695|rxn02696|rxn03487|rxn03488|rxn07034|rxn15202|rxn15203|rxn15425|rxn15426|rxn15427|rxn15428|rxn15520|rxn15521|rxn15522|rxn15523|rxn15585|rxn15586|rxn15587|rxn17989|rxn32119	rxn00222|rxn01051|rxn02695|rxn02696|rxn03487|rxn03488|rxn05807|rxn07034	3.2.1.74	Enzyme Class
rxn17990		3.2.1.75	Enzyme Class
rxn07613|rxn17991	rxn07613	3.2.1.76	Enzyme Class
rxn05973|rxn17992	rxn05973	3.2.1.77	Enzyme Class
rxn14221|rxn15182|rxn17993	rxn05973|rxn14221	3.2.1.78	Enzyme Class
rxn17994|rxn17995		3.2.1.8	Enzyme Class
rxn05906|rxn15088|rxn17996|rxn23749|rxn23750|rxn37232|rxn37233|rxn37976|rxn38362|rxn38363	rxn05906	3.2.1.80	Enzyme Class
rxn17997|rxn17998|rxn22889|rxn22890|rxn22891		3.2.1.81	Enzyme Class
rxn06156|rxn17999		3.2.1.82	Enzyme Class
rxn18000		3.2.1.83	Enzyme Class
rxn18001	rxn05807	3.2.1.84	Enzyme Class
rxn02332|rxn06349|rxn07047|rxn18993	rxn02332|rxn06349|rxn07047	3.2.1.85	Enzyme Class
rxn00608|rxn03481|rxn03482|rxn07049|rxn08025|rxn15078	rxn00608|rxn03481|rxn03482|rxn07049|rxn08025|rxn09992	3.2.1.86	Enzyme Class
rxn18002		3.2.1.87	Enzyme Class
rxn06035|rxn15242|rxn15243|rxn19230	rxn06035	3.2.1.88	Enzyme Class
rxn18003		3.2.1.89	Enzyme Class
rxn06271|rxn15597|rxn18004|rxn22766	rxn06271	3.2.1.91	Enzyme Class
rxn18005		3.2.1.92	Enzyme Class
rxn00606|rxn07049|rxn15074	rxn00606|rxn07049	3.2.1.93	Enzyme Class
rxn18006		3.2.1.94	Enzyme Class
rxn18007		3.2.1.95	Enzyme Class
rxn18008		3.2.1.96	Enzyme Class
rxn03121|rxn18009|rxn18010		3.2.1.97	Enzyme Class
rxn18011		3.2.1.98	Enzyme Class
rxn18012|rxn18013		3.2.1.99	Enzyme Class
rxn15165|rxn15306|rxn22791|rxn23924|rxn24927|rxn24929|rxn26065|rxn32431|rxn32432		3.2.2.-	Enzyme Class
rxn00927|rxn00942|rxn01226|rxn01299|rxn01545|rxn01683|rxn15162|rxn15165|rxn15229|rxn15248|rxn15307|rxn15319|rxn20636|rxn26066|rxn26067|rxn32246	rxn00927|rxn00942|rxn01226|rxn01299|rxn01545|rxn01683	3.2.2.1	Enzyme Class
rxn00362|rxn01562|rxn15049|rxn15312|rxn18014	rxn00362|rxn01562	3.2.2.10	Enzyme Class
rxn00936|rxn15163	rxn00936	3.2.2.11	Enzyme Class
rxn00833|rxn15147	rxn00833	3.2.2.12	Enzyme Class
rxn02741|rxn15433|rxn16848	rxn02741	3.2.2.13	Enzyme Class
rxn00940|rxn08996|rxn10141|rxn15164|rxn32692|rxn32698	rxn00940|rxn08996|rxn10141	3.2.2.14	Enzyme Class
rxn18015		3.2.2.15	Enzyme Class
rxn01021	rxn01021	3.2.2.16	Enzyme Class
rxn18016		3.2.2.17	Enzyme Class
rxn01376|rxn07443|rxn19076	rxn01376|rxn07443|rxn13950|rxn14078	3.2.2.19	Enzyme Class
rxn01299|rxn15248|rxn19932|rxn27949|rxn27951|rxn37599|rxn37600	rxn01299	3.2.2.2	Enzyme Class
rxn18017|rxn26131|rxn38526		3.2.2.20	Enzyme Class
rxn18018		3.2.2.21	Enzyme Class
rxn18019|rxn26017|rxn28619		3.2.2.23	Enzyme Class
rxn06381|rxn14034|rxn18020	rxn06381|rxn14034	3.2.2.24	Enzyme Class
rxn07708|rxn15707|rxn24323	rxn07708	3.2.2.25	Enzyme Class
rxn14263	rxn14263	3.2.2.26	Enzyme Class
rxn26015		3.2.2.27	Enzyme Class
rxn21350|rxn25993		3.2.2.28	Enzyme Class
rxn21351		3.2.2.29	Enzyme Class
rxn00797|rxn15118|rxn27430|rxn29943	rxn00797	3.2.2.3	Enzyme Class
rxn00131|rxn15018	rxn00131	3.2.2.4	Enzyme Class
rxn00089|rxn14307|rxn20263	rxn00075|rxn00089|rxn14307	3.2.2.5	Enzyme Class
rxn00089|rxn14307|rxn20264	rxn00075|rxn00089|rxn14307	3.2.2.6	Enzyme Class
rxn00927|rxn15162|rxn19072|rxn27679|rxn27681|rxn37585|rxn37586	rxn00927	3.2.2.7	Enzyme Class
rxn00797|rxn00927|rxn01226|rxn01299|rxn01541|rxn01545|rxn01563|rxn15306|rxn15313|rxn20786	rxn00797|rxn00927|rxn01226|rxn01299|rxn01541|rxn01545|rxn01563	3.2.2.8	Enzyme Class
rxn00143|rxn01021	rxn00143|rxn01021	3.2.2.9	Enzyme Class
rxn00141|rxn03378|rxn27683|rxn33400|rxn33978	rxn00141|rxn03378	3.3.1.1	Enzyme Class
rxn00125	rxn00125	3.3.1.2	Enzyme Class
rxn03279|rxn03929|rxn04838|rxn04839|rxn04843|rxn04924|rxn04925|rxn06787|rxn06788|rxn11622|rxn11623|rxn11842|rxn16030|rxn16073|rxn16304|rxn16305|rxn16306|rxn16307|rxn21003|rxn25852	rxn03279|rxn03929|rxn04838|rxn04839|rxn04843|rxn04924|rxn04925|rxn06787|rxn06788|rxn11622|rxn11623|rxn11842	3.3.2.-	Enzyme Class
rxn02177|rxn30034	rxn02177	3.3.2.1	Enzyme Class
rxn04074|rxn04911|rxn04912|rxn04913|rxn04914|rxn06254|rxn18021	rxn04074|rxn04911|rxn04912|rxn04913|rxn04914|rxn06254	3.3.2.10	Enzyme Class
rxn03278|rxn07428	rxn03278|rxn07428	3.3.2.11	Enzyme Class
rxn06232|rxn18022	rxn06232	3.3.2.2	Enzyme Class
rxn27849		3.3.2.3	Enzyme Class
rxn01849	rxn01849	3.3.2.4	Enzyme Class
rxn06374|rxn18023	rxn06374	3.3.2.5	Enzyme Class
rxn02192	rxn02192	3.3.2.6	Enzyme Class
rxn03161|rxn35582	rxn03161	3.3.2.7	Enzyme Class
rxn04034|rxn16224|rxn18024|rxn18025|rxn25554|rxn25555	rxn04034	3.3.2.8	Enzyme Class
rxn04820|rxn04821|rxn04834|rxn04874|rxn04875|rxn04885|rxn07444|rxn15643|rxn15644|rxn15645|rxn15646|rxn15651|rxn16247|rxn16254|rxn16280|rxn32737	rxn04820|rxn04821|rxn04834|rxn04874|rxn04875|rxn04885|rxn07444	3.3.2.9	Enzyme Class
rxn06646|rxn06806|rxn11598|rxn15498|rxn26052|rxn26053|rxn26336|rxn26337	rxn06646|rxn06806|rxn11598	3.4.-.-	Enzyme Class
rxn18028|rxn18033|rxn26044|rxn26045		3.4.11.-	Enzyme Class
rxn00650|rxn12003|rxn18026|rxn31267|rxn37977	rxn00650|rxn12003	3.4.11.1	Enzyme Class
rxn18027		3.4.11.10	Enzyme Class
rxn18030		3.4.11.17	Enzyme Class
rxn18031		3.4.11.18	Enzyme Class
rxn18032		3.4.11.19	Enzyme Class
rxn00650|rxn06825|rxn08133|rxn12003|rxn12844|rxn12845|rxn12846|rxn12847|rxn24184|rxn32989|rxn32991|rxn37746|rxn37978|rxn38408	rxn00650|rxn06825|rxn08133|rxn12003|rxn12844|rxn12845|rxn12846|rxn12847	3.4.11.2	Enzyme Class
rxn00650|rxn12003|rxn31267	rxn00650|rxn12003	3.4.11.23	Enzyme Class
rxn18034		3.4.11.24	Enzyme Class
rxn22777		3.4.11.25	Enzyme Class
rxn22942|rxn22943|rxn22944		3.4.11.26	Enzyme Class
rxn18035	rxn00350	3.4.11.4	Enzyme Class
rxn05776|rxn18036|rxn31689	rxn05776	3.4.11.5	Enzyme Class
rxn18037		3.4.11.7	Enzyme Class
rxn00650|rxn12003|rxn22977		3.4.13.-	Enzyme Class
rxn05885|rxn18038	rxn05885	3.4.13.12	Enzyme Class
rxn00650|rxn00865|rxn01464|rxn08775|rxn12633|rxn12635|rxn12637|rxn12639|rxn12641|rxn12642|rxn12643|rxn12646|rxn18039|rxn18041|rxn18042|rxn18044|rxn18045		3.4.13.18	Enzyme Class
rxn03427|rxn18046		3.4.13.19	Enzyme Class
rxn00865|rxn01464|rxn02353|rxn18047	rxn00865|rxn02352|rxn02353	3.4.13.20	Enzyme Class
rxn18048		3.4.13.21	Enzyme Class
rxn07466	rxn07466	3.4.13.22	Enzyme Class
rxn31267	rxn00650|rxn00865|rxn01464|rxn12003	3.4.13.3	Enzyme Class
rxn00660|rxn02766|rxn15436|rxn15437|rxn18040	rxn00660|rxn02766	3.4.13.4	Enzyme Class
rxn02353	rxn02353	3.4.13.5	Enzyme Class
rxn18043		3.4.13.7	Enzyme Class
rxn18049		3.4.13.9	Enzyme Class
rxn18050		3.4.14.1	Enzyme Class
rxn18051		3.4.14.10	Enzyme Class
rxn18052		3.4.14.11	Enzyme Class
rxn18053		3.4.14.12	Enzyme Class
rxn18055		3.4.14.5	Enzyme Class
rxn18056|rxn19569		3.4.14.6	Enzyme Class
rxn18054|rxn18057		3.4.15.5	Enzyme Class
rxn16568|rxn18058		3.4.15.6	Enzyme Class
rxn21660|rxn21661		3.4.16.-	Enzyme Class
rxn18059		3.4.16.2	Enzyme Class
rxn08890|rxn08891|rxn08892|rxn08893|rxn08894|rxn18060|rxn18061|rxn21365|rxn21366|rxn21618|rxn21619|rxn21663	rxn08890|rxn08891|rxn08892|rxn08893|rxn08894	3.4.16.4	Enzyme Class
rxn18063		3.4.16.6	Enzyme Class
rxn22976		3.4.17.-	Enzyme Class
rxn19255		3.4.17.1	Enzyme Class
rxn18064|rxn35677		3.4.17.11	Enzyme Class
rxn18065		3.4.17.12	Enzyme Class
rxn08926|rxn08927|rxn08928|rxn08929|rxn08930|rxn18066|rxn26150	rxn08926|rxn08927|rxn08928|rxn08929|rxn08930	3.4.17.13	Enzyme Class
rxn07466|rxn18067	rxn07466	3.4.17.14	Enzyme Class
rxn18068		3.4.17.15	Enzyme Class
rxn18069		3.4.17.16	Enzyme Class
rxn18070		3.4.17.17	Enzyme Class
rxn18062		3.4.17.20	Enzyme Class
rxn16377		3.4.17.23	Enzyme Class
rxn20061		3.4.17.3	Enzyme Class
rxn19847		3.4.17.4	Enzyme Class
rxn19083		3.4.17.6	Enzyme Class
rxn06744|rxn14135	rxn06744|rxn14121|rxn14135	3.4.17.8	Enzyme Class
rxn26043		3.4.19.-	Enzyme Class
rxn19054		3.4.19.1	Enzyme Class
rxn18072		3.4.19.11	Enzyme Class
rxn00350|rxn23048		3.4.19.13	Enzyme Class
rxn02727		3.4.19.14	Enzyme Class
rxn20514		3.4.19.2	Enzyme Class
rxn18075		3.4.19.3	Enzyme Class
rxn18074		3.4.19.5	Enzyme Class
rxn18076		3.4.19.7	Enzyme Class
rxn06628|rxn18071|rxn18077|rxn24182|rxn24183|rxn28274|rxn31251|rxn31679|rxn37745	rxn06628	3.4.19.9	Enzyme Class
rxn26039|rxn26040|rxn26041		3.4.21.-	Enzyme Class
rxn18078		3.4.21.101	Enzyme Class
rxn18079		3.4.21.102	Enzyme Class
rxn18080|rxn24524		3.4.21.104	Enzyme Class
rxn18081		3.4.21.105	Enzyme Class
rxn18082		3.4.21.110	Enzyme Class
rxn18083|rxn25093		3.4.21.111	Enzyme Class
rxn18084		3.4.21.113	Enzyme Class
rxn18085|rxn25086		3.4.21.114	Enzyme Class
rxn18086		3.4.21.115	Enzyme Class
rxn18087		3.4.21.116	Enzyme Class
rxn18088		3.4.21.119	Enzyme Class
rxn18089		3.4.21.120	Enzyme Class
rxn18090		3.4.21.22	Enzyme Class
rxn18091		3.4.21.27	Enzyme Class
rxn18092		3.4.21.32	Enzyme Class
rxn18093|rxn21125		3.4.21.38	Enzyme Class
rxn18094		3.4.21.41	Enzyme Class
rxn18095		3.4.21.43	Enzyme Class
rxn18096|rxn23240		3.4.21.45	Enzyme Class
rxn18097		3.4.21.46	Enzyme Class
rxn18098		3.4.21.5	Enzyme Class
rxn18099		3.4.21.54	Enzyme Class
rxn18100		3.4.21.55	Enzyme Class
rxn18101		3.4.21.60	Enzyme Class
rxn18029		3.4.21.65	Enzyme Class
rxn18103|rxn21126		3.4.21.69	Enzyme Class
rxn18104		3.4.21.7	Enzyme Class
rxn18105		3.4.21.72	Enzyme Class
rxn18102		3.4.21.73	Enzyme Class
rxn18106		3.4.21.74	Enzyme Class
rxn18107		3.4.21.75	Enzyme Class
rxn18108		3.4.21.77	Enzyme Class
rxn18110		3.4.21.84	Enzyme Class
rxn18111		3.4.21.85	Enzyme Class
rxn18112		3.4.21.86	Enzyme Class
rxn18114		3.4.21.88	Enzyme Class
rxn18115|rxn18116|rxn27560		3.4.21.89	Enzyme Class
rxn18117		3.4.21.9	Enzyme Class
rxn37979		3.4.21.92	Enzyme Class
rxn18118		3.4.21.95	Enzyme Class
rxn18119		3.4.21.98	Enzyme Class
rxn16686		3.4.22.-	Enzyme Class
rxn18120		3.4.22.14	Enzyme Class
rxn18121		3.4.22.15	Enzyme Class
rxn18122		3.4.22.24	Enzyme Class
rxn18123		3.4.22.26	Enzyme Class
rxn18124		3.4.22.28	Enzyme Class
rxn18125		3.4.22.29	Enzyme Class
rxn18126		3.4.22.36	Enzyme Class
rxn18127		3.4.22.40	Enzyme Class
rxn18128		3.4.22.45	Enzyme Class
rxn22055		3.4.22.49	Enzyme Class
rxn18129		3.4.22.53	Enzyme Class
rxn18130		3.4.22.66	Enzyme Class
rxn18131		3.4.22.68	Enzyme Class
rxn21428|rxn21433		3.4.22.69	Enzyme Class
rxn21435		3.4.22.70	Enzyme Class
rxn21437		3.4.22.71	Enzyme Class
rxn18132		3.4.23.15	Enzyme Class
rxn18133		3.4.23.17	Enzyme Class
rxn18135		3.4.23.35	Enzyme Class
rxn18136|rxn18137		3.4.23.36	Enzyme Class
rxn18138		3.4.23.39	Enzyme Class
rxn18139		3.4.23.4	Enzyme Class
rxn18140|rxn18141		3.4.23.43	Enzyme Class
rxn22057		3.4.23.45	Enzyme Class
rxn18142		3.4.23.48	Enzyme Class
rxn18113		3.4.23.49	Enzyme Class
rxn21434		3.4.23.50	Enzyme Class
rxn26047		3.4.23.51	Enzyme Class
rxn23049		3.4.23.52	Enzyme Class
rxn26042		3.4.24.-	Enzyme Class
rxn18143		3.4.24.13	Enzyme Class
rxn18144		3.4.24.14	Enzyme Class
rxn18145		3.4.24.19	Enzyme Class
rxn18146		3.4.24.3	Enzyme Class
rxn23214		3.4.24.32	Enzyme Class
rxn18148		3.4.24.55	Enzyme Class
rxn18149		3.4.24.56	Enzyme Class
rxn18150		3.4.24.57	Enzyme Class
rxn21127		3.4.24.58	Enzyme Class
rxn18151		3.4.24.59	Enzyme Class
rxn18134		3.4.24.63	Enzyme Class
rxn18152|rxn18153		3.4.24.64	Enzyme Class
rxn18154		3.4.24.68	Enzyme Class
rxn18155		3.4.24.7	Enzyme Class
rxn18109		3.4.24.70	Enzyme Class
rxn18156		3.4.24.71	Enzyme Class
rxn18157		3.4.24.75	Enzyme Class
rxn18158		3.4.24.76	Enzyme Class
rxn22053|rxn22054		3.4.24.79	Enzyme Class
rxn22059		3.4.24.80	Enzyme Class
rxn22060		3.4.24.82	Enzyme Class
rxn16686|rxn22058		3.4.24.84	Enzyme Class
rxn18159		3.4.24.86	Enzyme Class
rxn21427		3.4.24.87	Enzyme Class
rxn27561		3.4.25.1	Enzyme Class
rxn21426		3.4.25.2	Enzyme Class
rxn11511|rxn15721|rxn15722|rxn15723|rxn15724	rxn11511	3.5.-.-	Enzyme Class
rxn01404|rxn01632|rxn04660|rxn04749|rxn06761|rxn07477|rxn07596|rxn11777|rxn12040|rxn12041|rxn15849|rxn15855|rxn16642|rxn16794|rxn16796|rxn16829|rxn19922|rxn20013|rxn20640|rxn22985|rxn22986|rxn23044|rxn23059|rxn23099|rxn23100|rxn23330|rxn23354|rxn23361|rxn23470|rxn23826|rxn23827|rxn23828|rxn23829|rxn25201|rxn25355|rxn25356|rxn25636|rxn26090|rxn27755|rxn27756|rxn27757|rxn27758	rxn01404|rxn02523|rxn03146|rxn04660|rxn04749|rxn06761|rxn07596|rxn11777|rxn12040|rxn12041	3.5.1.-	Enzyme Class
rxn00342|rxn07056|rxn19208|rxn29950|rxn29992|rxn33950	rxn00342|rxn07056	3.5.1.1	Enzyme Class
rxn00691|rxn16797|rxn32191|rxn32194	rxn00691	3.5.1.10	Enzyme Class
rxn16490|rxn16491|rxn21105		3.5.1.100	Enzyme Class
rxn16492|rxn16493|rxn16524|rxn21104		3.5.1.101	Enzyme Class
rxn16215		3.5.1.102	Enzyme Class
rxn16494		3.5.1.103	Enzyme Class
rxn16567|rxn21611		3.5.1.104	Enzyme Class
rxn19294|rxn19296		3.5.1.105	Enzyme Class
rxn12748		3.5.1.106	Enzyme Class
rxn02523		3.5.1.107	Enzyme Class
rxn03146		3.5.1.108	Enzyme Class
rxn22785|rxn22786		3.5.1.109	Enzyme Class
rxn02871|rxn06112|rxn10063|rxn20507	rxn02871|rxn06112|rxn10063	3.5.1.11	Enzyme Class
rxn05064|rxn16794|rxn16795|rxn16796|rxn16797|rxn16826		3.5.1.110	Enzyme Class
rxn00794|rxn00795|rxn07056	rxn00794|rxn00795|rxn07056	3.5.1.12	Enzyme Class
rxn06058|rxn19184	rxn06058	3.5.1.13	Enzyme Class
rxn00469|rxn05953|rxn19160|rxn36655|rxn36656|rxn38863|rxn38864|rxn38865|rxn38866	rxn00469|rxn05953	3.5.1.14	Enzyme Class
rxn00345|rxn00376|rxn00390|rxn19212	rxn00345|rxn00376|rxn00390	3.5.1.15	Enzyme Class
rxn00469|rxn15972|rxn27670|rxn28377|rxn29983|rxn33990	rxn00469	3.5.1.16	Enzyme Class
rxn00318|rxn00389|rxn02915|rxn19052	rxn00318|rxn00389|rxn02915	3.5.1.17	Enzyme Class
rxn01973	rxn01973	3.5.1.18	Enzyme Class
rxn00938|rxn07056|rxn30041	rxn00938|rxn07056	3.5.1.19	Enzyme Class
rxn00189|rxn01153|rxn07056|rxn19831|rxn29962|rxn30024	rxn00189|rxn01153|rxn07056	3.5.1.2	Enzyme Class
rxn00465|rxn07056|rxn32164|rxn32350	rxn00465|rxn07056	3.5.1.20	Enzyme Class
rxn00658	rxn00658	3.5.1.21	Enzyme Class
rxn01792	rxn01792	3.5.1.22	Enzyme Class
rxn01085|rxn04375|rxn04383|rxn15216|rxn19281|rxn19282|rxn21740|rxn21741|rxn21742	rxn01085|rxn04375|rxn04383	3.5.1.23	Enzyme Class
rxn02015|rxn02795|rxn02796|rxn03094|rxn03095|rxn04068	rxn02015|rxn02795|rxn02796|rxn03094|rxn03095|rxn04068	3.5.1.24	Enzyme Class
rxn01484|rxn03504	rxn01484|rxn03504	3.5.1.25	Enzyme Class
rxn02452	rxn02452	3.5.1.26	Enzyme Class
rxn06631|rxn18160	rxn06631	3.5.1.27	Enzyme Class
rxn02875|rxn18147|rxn18161|rxn26147|rxn26148	rxn02875|rxn14346	3.5.1.28	Enzyme Class
rxn01205|rxn07056	rxn01205|rxn07056	3.5.1.29	Enzyme Class
rxn00200|rxn00254|rxn06489|rxn07056|rxn20492|rxn31885	rxn00200|rxn00254|rxn06489|rxn07056	3.5.1.3	Enzyme Class
rxn01630|rxn07056	rxn01630|rxn07056	3.5.1.30	Enzyme Class
rxn00455	rxn00455	3.5.1.31	Enzyme Class
rxn01037	rxn01037	3.5.1.32	Enzyme Class
rxn00891|rxn15154|rxn20227	rxn00891	3.5.1.33	Enzyme Class
rxn01153|rxn07056	rxn01153|rxn07056	3.5.1.35	Enzyme Class
rxn01161	rxn01161	3.5.1.36	Enzyme Class
rxn00189|rxn00342|rxn00347|rxn01153|rxn07056	rxn00189|rxn00342|rxn00347|rxn01153|rxn07056	3.5.1.38	Enzyme Class
rxn02584	rxn02584	3.5.1.39	Enzyme Class
rxn00231|rxn01843|rxn02222|rxn02275|rxn03839|rxn03869|rxn06522|rxn07056|rxn19150|rxn32389|rxn33770|rxn38038|rxn38039|rxn38141|rxn38142|rxn38277|rxn38278|rxn38279|rxn38280|rxn38701|rxn38702	rxn00231|rxn01843|rxn02222|rxn02275|rxn03839|rxn03869|rxn06522|rxn07056	3.5.1.4	Enzyme Class
rxn01038	rxn01038	3.5.1.40	Enzyme Class
rxn06151|rxn06997|rxn09401|rxn19293|rxn19295	rxn06151|rxn06997|rxn09401	3.5.1.41	Enzyme Class
rxn01669|rxn07056|rxn30040	rxn01669|rxn07056	3.5.1.42	Enzyme Class
rxn06658|rxn07056|rxn20513	rxn06658|rxn07056	3.5.1.43	Enzyme Class
rxn06194|rxn07056|rxn19291	rxn06194|rxn07056	3.5.1.44	Enzyme Class
rxn00044|rxn23884	rxn00044	3.5.1.46	Enzyme Class
rxn01972	rxn01972	3.5.1.47	Enzyme Class
rxn01402|rxn05052	rxn01402|rxn05052	3.5.1.48	Enzyme Class
rxn00374|rxn33524	rxn00374	3.5.1.49	Enzyme Class
rxn00101|rxn07056	rxn00101|rxn07056	3.5.1.5	Enzyme Class
rxn02105	rxn02105	3.5.1.50	Enzyme Class
rxn02847	rxn02847	3.5.1.51	Enzyme Class
rxn14348|rxn18162|rxn31733	rxn14348	3.5.1.52	Enzyme Class
rxn00853	rxn00853	3.5.1.53	Enzyme Class
rxn00002	rxn00002	3.5.1.54	Enzyme Class
rxn06083|rxn18163	rxn06083	3.5.1.55	Enzyme Class
rxn01817	rxn01817	3.5.1.56	Enzyme Class
rxn00481	rxn00481	3.5.1.57	Enzyme Class
rxn01853	rxn01853	3.5.1.58	Enzyme Class
rxn01140	rxn01140	3.5.1.59	Enzyme Class
rxn00654|rxn03188|rxn07056|rxn11756|rxn15489|rxn15490|rxn33392	rxn00654|rxn03188|rxn07056|rxn11756	3.5.1.6	Enzyme Class
rxn06084|rxn18164	rxn06084	3.5.1.60	Enzyme Class
rxn03022	rxn03022	3.5.1.61	Enzyme Class
rxn00857|rxn32416|rxn32417|rxn32419	rxn00857	3.5.1.62	Enzyme Class
rxn01460|rxn01632|rxn33415|rxn33417	rxn01460|rxn01632	3.5.1.63	Enzyme Class
rxn01854	rxn01854	3.5.1.64	Enzyme Class
rxn02097	rxn02097	3.5.1.65	Enzyme Class
rxn03048	rxn03048	3.5.1.66	Enzyme Class
rxn01957	rxn01957	3.5.1.67	Enzyme Class
rxn00375|rxn20235	rxn00375	3.5.1.68	Enzyme Class
rxn18165		3.5.1.69	Enzyme Class
rxn00341	rxn00341	3.5.1.7	Enzyme Class
rxn18166		3.5.1.70	Enzyme Class
rxn02555	rxn02555	3.5.1.71	Enzyme Class
rxn02876|rxn18167	rxn02876	3.5.1.72	Enzyme Class
rxn01408	rxn01408	3.5.1.73	Enzyme Class
rxn02796	rxn02796	3.5.1.74	Enzyme Class
rxn01698	rxn01698	3.5.1.75	Enzyme Class
rxn03232|rxn18168	rxn03232	3.5.1.76	Enzyme Class
rxn06123|rxn18169	rxn06123	3.5.1.77	Enzyme Class
rxn01404	rxn01404	3.5.1.78	Enzyme Class
rxn03503|rxn18170	rxn03503	3.5.1.79	Enzyme Class
rxn00376|rxn32730|rxn32731|rxn32757	rxn00376	3.5.1.8	Enzyme Class
rxn06125|rxn18171	rxn06125	3.5.1.81	Enzyme Class
rxn01155|rxn18172	rxn01155	3.5.1.82	Enzyme Class
rxn01569|rxn18173	rxn01569	3.5.1.83	Enzyme Class
rxn03848|rxn03849	rxn03848|rxn03849	3.5.1.84	Enzyme Class
rxn05053	rxn05053	3.5.1.85	Enzyme Class
rxn04033	rxn04033	3.5.1.86	Enzyme Class
rxn00188|rxn06968|rxn18174	rxn06968	3.5.1.87	Enzyme Class
rxn06947|rxn27562|rxn27563	rxn06947	3.5.1.88	Enzyme Class
rxn06392|rxn06997|rxn17777	rxn06392|rxn06997	3.5.1.89	Enzyme Class
rxn00729|rxn01437|rxn03362|rxn19202	rxn00729|rxn01437|rxn03362	3.5.1.9	Enzyme Class
rxn03541|rxn20710	rxn03541	3.5.1.90	Enzyme Class
rxn05055	rxn05055	3.5.1.91	Enzyme Class
rxn02130	rxn02130	3.5.1.92	Enzyme Class
rxn05112	rxn05112	3.5.1.93	Enzyme Class
rxn05128	rxn05128	3.5.1.94	Enzyme Class
rxn07445	rxn07445	3.5.1.95	Enzyme Class
rxn00291|rxn32708	rxn00291	3.5.1.96	Enzyme Class
rxn13797|rxn13813|rxn16489|rxn18175|rxn18176|rxn18177|rxn20825|rxn20826		3.5.1.97	Enzyme Class
rxn18178		3.5.1.98	Enzyme Class
rxn16378|rxn16379|rxn21103|rxn26999		3.5.1.99	Enzyme Class
rxn01543|rxn02827|rxn02942|rxn03657|rxn22106|rxn26028|rxn32258|rxn32262|rxn32291	rxn01543|rxn02827|rxn02942|rxn03657	3.5.2.-	Enzyme Class
rxn01542|rxn06105|rxn06512|rxn11578	rxn01542|rxn06105|rxn06512|rxn11578	3.5.2.1	Enzyme Class
rxn01374	rxn01374	3.5.2.10	Enzyme Class
rxn00323	rxn00323	3.5.2.11	Enzyme Class
rxn02468	rxn02468	3.5.2.12	Enzyme Class
rxn02700	rxn02700	3.5.2.13	Enzyme Class
rxn02281	rxn02281	3.5.2.14	Enzyme Class
rxn03847|rxn05057	rxn03847|rxn05057	3.5.2.15	Enzyme Class
rxn04032	rxn04032	3.5.2.16	Enzyme Class
rxn04453|rxn18179|rxn31747	rxn04453	3.5.2.17	Enzyme Class
rxn30586		3.5.2.17-	Enzyme Class
rxn07774	rxn07774	3.5.2.18	Enzyme Class
rxn16500		3.5.2.19	Enzyme Class
rxn01626|rxn02190|rxn11755|rxn21498|rxn31924	rxn01626|rxn02190|rxn11755	3.5.2.2	Enzyme Class
rxn01465|rxn27794|rxn34028	rxn01465	3.5.2.3	Enzyme Class
rxn01638	rxn01638	3.5.2.4	Enzyme Class
rxn01748|rxn15333|rxn15334|rxn19140|rxn19141	rxn01748	3.5.2.5	Enzyme Class
rxn06469|rxn07099|rxn11599|rxn19231|rxn19232	rxn06469|rxn07099|rxn11599	3.5.2.6	Enzyme Class
rxn01642	rxn01642	3.5.2.7	Enzyme Class
rxn00186	rxn00186	3.5.2.9	Enzyme Class
rxn03323|rxn03842|rxn22961|rxn27436|rxn32842	rxn03323	3.5.3.-	Enzyme Class
rxn00394|rxn19181|rxn23849|rxn31988|rxn33247|rxn33248	rxn00394	3.5.3.1	Enzyme Class
rxn01779	rxn01779	3.5.3.10	Enzyme Class
rxn00858|rxn33451|rxn33452	rxn00858	3.5.3.11	Enzyme Class
rxn01029|rxn07059|rxn15589|rxn27690	rxn01029|rxn07059	3.5.3.12	Enzyme Class
rxn01640|rxn07059|rxn15589|rxn19728	rxn01640|rxn07059	3.5.3.13	Enzyme Class
rxn00563	rxn00563	3.5.3.14	Enzyme Class
rxn06193|rxn20621	rxn06193	3.5.3.15	Enzyme Class
rxn01162	rxn01162	3.5.3.16	Enzyme Class
rxn00662	rxn00662	3.5.3.17	Enzyme Class
rxn01819	rxn01819	3.5.3.18	Enzyme Class
rxn00327|rxn27427|rxn27428|rxn30069	rxn00327	3.5.3.19	Enzyme Class
rxn00561	rxn00561	3.5.3.2	Enzyme Class
rxn01031	rxn01031	3.5.3.20	Enzyme Class
