tr	exid	exmet	name	rea	mets	transporter	type	tc
rxn28572	EX_cpd30321_e0	cpd30321[e0]	RXN0-1683.ce.maizeexp.BETA-D-FRUCTOSE_BETA-D-FRUCTOSE	(1) cpd30321_e0 <=> (1) cpd30321_c0	1			
rxn28573	EX_cpd22431_e0	cpd22431[e0]	RXN0-1683.ce.maizeexp.BIFURCOSE_BIFURCOSE	(1) cpd22431_e0 <=> (1) cpd22431_c0	1			
rxn28574	EX_cpd00382_e0	cpd00382[e0]	RXN0-1683.ce.maizeexp.CPD-1099_CPD-1099	(1) cpd00382_e0 <=> (1) cpd00382_c0	1			
rxn28575	EX_cpd03019_e0	cpd03019[e0]	RXN0-1683.ce.maizeexp.CPD-12557_CPD-12557	(1) cpd03019_e0 <=> (1) cpd03019_c0	1			
rxn28576	EX_cpd01144_e0	cpd01144[e0]	RXN0-1683.ce.maizeexp.CPD-13037_CPD-13037	(1) cpd01144_e0 <=> (1) cpd01144_c0	1			
rxn28577	EX_cpd28748_e0	cpd28748[e0]	RXN0-1683.ce.maizeexp.CPD-13038_CPD-13038	(1) cpd28748_e0 <=> (1) cpd28748_c0	1			
rxn28578	EX_cpd01133_e0	cpd01133[e0]	RXN0-1683.ce.maizeexp.CPD-170_CPD-170	(1) cpd01133_e0 <=> (1) cpd01133_c0	1			
rxn28579	EX_cpd24378_e0	cpd24378[e0]	RXN0-1683.ce.maizeexp.CPD-2281_CPD-2281	(1) cpd24378_e0 <=> (1) cpd24378_c0	1			
rxn28580	EX_cpd01066_e0	cpd01066[e0]	RXN0-1683.ce.maizeexp.CPD-369_CPD-369	(1) cpd01066_e0 <=> (1) cpd01066_c0	1			
rxn28582	EX_cpd00259_e0	cpd00259[e0]	RXN0-1683.ce.maizeexp.D-XYLULOSE_D-XYLULOSE	(1) cpd00259_e0 <=> (1) cpd00259_c0	1			
rxn28584	EX_cpd00190_e0	cpd00190[e0]	RXN0-1683.ce.maizeexp.GLC_GLC	(1) cpd00190_e0 <=> (1) cpd00190_c0	1			
rxn28586	EX_cpd01355_e0	cpd01355[e0]	RXN0-1741.ce	(1) cpd01355_e0 <=> (1) cpd01355_c0	1			
rxn28591	EX_cpd19031_e0	cpd19031[e0]	RXN0-1683.ce.maizeexp.N-ACETYL-D-GLUCOSAMINE-1-P_N-ACETYL-D-GLUCOSAMINE-1-P	(1) cpd19031_e0 <=> (1) cpd19031_c0	1			
rxn28592	EX_cpd02416_e0	cpd02416[e0]	RXN0-1683.ce.maizeexp.N-ACETYL-D-GLUCOSAMINE_N-ACETYL-D-GLUCOSAMINE	(1) cpd02416_e0 <=> (1) cpd02416_c0	1			
rxn28593	EX_cpd11602_e0	cpd11602[e0]	RXN0-1683.ce.maizeexp.NYSTOSE_NYSTOSE	(1) cpd11602_e0 <=> (1) cpd11602_c0	1			
rxn28596	EX_cpd01487_e0	cpd01487[e0]	RXN0-1683.ce.maizeexp.XYLOSE_XYLOSE	(1) cpd01487_e0 <=> (1) cpd01487_c0	1			
rxn28597	EX_cpd03725_e0	cpd03725[e0]	RXN0-1684.ce	(1) cpd03725_e0 <=> (1) cpd03725_c0	1			
rxn28599	EX_cpd03724_e0	cpd03724[e0]	RXN0-2241.ce	(1) cpd03724_e0 <=> (1) cpd03724_c0	1			
rxn28601	EX_cpd15437_e0	cpd15437[e0]	RXN0-1702.ce	(1) cpd15437_e0 <=> (1) cpd15437_c0	1			
rxn28603	EX_cpd15460_e0	cpd15460[e0]	RXN0-1721.ce	(1) cpd15460_e0 <=> (1) cpd15460_c0	1			
rxn28604	EX_cpd00067_e0	cpd00067[e0]	transport of inosine	(1) cpd00067_e0 + (1) cpd00246_c0 <=> (1) cpd00067_c0 + (1) cpd00246_e0	2			
rxn28604	EX_cpd00246_e0	cpd00246[e0]	transport of inosine	(1) cpd00067_e0 + (1) cpd00246_c0 <=> (1) cpd00067_c0 + (1) cpd00246_e0	2			
rxn28605	EX_cpd27424_e0	cpd27424[e0]	RXN0-1802.ce	(1) cpd27424_e0 <=> (1) cpd27424_c0	1			
rxn28606	EX_cpd00536_e0	cpd00536[e0]	TRANS-RXNAVI-26408.ce.brachyexp.OLEATE-CPD_OLEATE-CPD	(1) cpd00536_e0 <=> (1) cpd00536_c0	1			
rxn28607	EX_cpd29618_e0	cpd29618[e0]	RXN0-1804.ce	(1) cpd29618_e0 <=> (1) cpd29618_c0	1			
rxn28613	EX_cpd00067_e0	cpd00067[e0]	Transport of guanosine	(1) cpd00067_e0 + (1) cpd00311_c0 <=> (1) cpd00067_c0 + (1) cpd00311_e0	2			
rxn28613	EX_cpd00311_e0	cpd00311[e0]	Transport of guanosine	(1) cpd00067_e0 + (1) cpd00311_c0 <=> (1) cpd00067_c0 + (1) cpd00311_e0	2			
rxn28616	EX_cpd29307_e0	cpd29307[e0]	RXN0-2481.ce	(1) cpd29307_e0 <=> (1) cpd29307_c0	1			
rxn28617	EX_cpd29405_e0	cpd29405[e0]	RXN0-2542.ce	(1) cpd29405_e0 <=> (1) cpd29405_c0	1			
rxn28618	EX_cpd00971_e0	cpd00971[e0]	transport of a drug	(1) cpd00971_e0 + (1) cpd29212_c0 <=> (1) cpd00971_c0 + (1) cpd29212_e0	2			
rxn28618	EX_cpd29212_e0	cpd29212[e0]	transport of a drug	(1) cpd00971_e0 + (1) cpd29212_c0 <=> (1) cpd00971_c0 + (1) cpd29212_e0	2			
rxn28671	EX_cpd00067_e0	cpd00067[e0]	RXN0-5203.cp	(1) cpd00067_e0 + (1) cpd05036_e0 <=> (1) cpd00067_c0 + (1) cpd05036_c0	2			
rxn28671	EX_cpd05036_e0	cpd05036[e0]	RXN0-5203.cp	(1) cpd00067_e0 + (1) cpd05036_e0 <=> (1) cpd00067_c0 + (1) cpd05036_c0	2			
rxn28793	EX_cpd03453_e0	cpd03453[e0]	Transport of enterobactin	(1) cpd03453_c0 <=> (1) cpd03453_e0	1			
rxn29024	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-10.cp	(1) cpd00067_e0 + (1) cpd30755_e0 <=> (1) cpd00067_c0 + (1) cpd30755_c0	2			
rxn29024	EX_cpd30755_e0	cpd30755[e0]	TRANS-RXN-10.cp	(1) cpd00067_e0 + (1) cpd30755_e0 <=> (1) cpd00067_c0 + (1) cpd30755_c0	2			
rxn29025	EX_cpd00036_e0	cpd00036[e0]	TRANS-RXN-106A.cp	(1) cpd00036_c0 + (1) cpd00041_e0 <=> (1) cpd00036_e0 + (1) cpd00041_c0	2			
rxn29025	EX_cpd00041_e0	cpd00041[e0]	TRANS-RXN-106A.cp	(1) cpd00036_c0 + (1) cpd00041_e0 <=> (1) cpd00036_e0 + (1) cpd00041_c0	2			
rxn29027	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-106D.cp	(3) cpd00067_e0 + (1) cpd28713_e0 <=> (3) cpd00067_c0 + (1) cpd28713_c0	2			
rxn29027	EX_cpd28713_e0	cpd28713[e0]	TRANS-RXN-106D.cp	(3) cpd00067_e0 + (1) cpd28713_e0 <=> (3) cpd00067_c0 + (1) cpd28713_c0	2			
rxn29031	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-108.cp	(1) cpd00067_e0 + (1) cpd27688_e0 <=> (1) cpd00067_c0 + (1) cpd27688_c0	2			
rxn29031	EX_cpd27688_e0	cpd27688[e0]	TRANS-RXN-108.cp	(1) cpd00067_e0 + (1) cpd27688_e0 <=> (1) cpd00067_c0 + (1) cpd27688_c0	2			
rxn29044	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-112.cp	(1) cpd00067_e0 + (1) cpd27379_e0 <=> (1) cpd00067_c0 + (1) cpd27379_c0	2			
rxn29044	EX_cpd27379_e0	cpd27379[e0]	TRANS-RXN-112.cp	(1) cpd00067_e0 + (1) cpd27379_e0 <=> (1) cpd00067_c0 + (1) cpd27379_c0	2			
rxn29048	EX_cpd00023_e0	cpd00023[e0]	TRANS-RXN-122.cp	(1) cpd00023_e0 + (2) cpd00971_e0 <=> (1) cpd00023_c0 + (2) cpd00971_c0	2			
rxn29048	EX_cpd00971_e0	cpd00971[e0]	TRANS-RXN-122.cp	(1) cpd00023_e0 + (2) cpd00971_e0 <=> (1) cpd00023_c0 + (2) cpd00971_c0	2			
rxn29057	EX_cpd20862_e0	cpd20862[e0]	TRANS-RXN-141B.cp	(1) cpd20862_e0 <=> (1) cpd20862_c0	1			
rxn29059	EX_cpd29426_e0	cpd29426[e0]	TRANS-RXN-146.cp	(1) cpd29426_c0 <=> (1) cpd29426_e0	1			
rxn29063	EX_cpd00020_e0	cpd00020[e0]	TRANS-RXN-155.cp	(1) cpd00061_c0 + (1) cpd03845_e0 <=> (1) cpd00020_c0 + (1) cpd02760_c0	4			
rxn29063	EX_cpd00061_e0	cpd00061[e0]	TRANS-RXN-155.cp	(1) cpd00061_c0 + (1) cpd03845_e0 <=> (1) cpd00020_c0 + (1) cpd02760_c0	4			
rxn29063	EX_cpd02760_e0	cpd02760[e0]	TRANS-RXN-155.cp	(1) cpd00061_c0 + (1) cpd03845_e0 <=> (1) cpd00020_c0 + (1) cpd02760_c0	4			
rxn29063	EX_cpd03845_e0	cpd03845[e0]	TRANS-RXN-155.cp	(1) cpd00061_c0 + (1) cpd03845_e0 <=> (1) cpd00020_c0 + (1) cpd02760_c0	4			
rxn29064	EX_cpd00020_e0	cpd00020[e0]	TRANS-RXN-158.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd00802_c0	4			
rxn29064	EX_cpd00061_e0	cpd00061[e0]	TRANS-RXN-158.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd00802_c0	4			
rxn29064	EX_cpd00802_e0	cpd00802[e0]	TRANS-RXN-158.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd00802_c0	4			
rxn29064	EX_cpd27040_e0	cpd27040[e0]	TRANS-RXN-158.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd00802_c0	4			
rxn29066	EX_cpd00020_e0	cpd00020[e0]	TRANS-RXN-158A.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd19035_c0	4			
rxn29066	EX_cpd00061_e0	cpd00061[e0]	TRANS-RXN-158A.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd19035_c0	4			
rxn29066	EX_cpd19035_e0	cpd19035[e0]	TRANS-RXN-158A.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd19035_c0	4			
rxn29066	EX_cpd27040_e0	cpd27040[e0]	TRANS-RXN-158A.cp	(1) cpd00061_c0 + (1) cpd27040_e0 => (1) cpd00020_c0 + (1) cpd19035_c0	4			
rxn29068	EX_cpd00023_e0	cpd00023[e0]	TRANS-RXN-162.cp	(1) cpd00023_e0 + (2) cpd00067_e0 <=> (1) cpd00023_c0 + (2) cpd00067_c0	2			
rxn29068	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-162.cp	(1) cpd00023_e0 + (2) cpd00067_e0 <=> (1) cpd00023_c0 + (2) cpd00067_c0	2			
rxn29069	EX_cpd00020_e0	cpd00020[e0]	TRANS-RXN-165.cp	(1) cpd00061_c0 + (1) cpd27437_e0 <=> (1) cpd00020_c0 + (1) cpd00235_c0	4			
rxn29069	EX_cpd00061_e0	cpd00061[e0]	TRANS-RXN-165.cp	(1) cpd00061_c0 + (1) cpd27437_e0 <=> (1) cpd00020_c0 + (1) cpd00235_c0	4			
rxn29069	EX_cpd00235_e0	cpd00235[e0]	TRANS-RXN-165.cp	(1) cpd00061_c0 + (1) cpd27437_e0 <=> (1) cpd00020_c0 + (1) cpd00235_c0	4			
rxn29069	EX_cpd27437_e0	cpd27437[e0]	TRANS-RXN-165.cp	(1) cpd00061_c0 + (1) cpd27437_e0 <=> (1) cpd00020_c0 + (1) cpd00235_c0	4			
rxn29070	EX_cpd00020_e0	cpd00020[e0]	TRANS-RXN-169.cp	(1) cpd00061_c0 + (1) cpd00588_e0 <=> (1) cpd00020_c0 + (1) cpd00491_c0	4			
rxn29070	EX_cpd00061_e0	cpd00061[e0]	TRANS-RXN-169.cp	(1) cpd00061_c0 + (1) cpd00588_e0 <=> (1) cpd00020_c0 + (1) cpd00491_c0	4			
rxn29070	EX_cpd00491_e0	cpd00491[e0]	TRANS-RXN-169.cp	(1) cpd00061_c0 + (1) cpd00588_e0 <=> (1) cpd00020_c0 + (1) cpd00491_c0	4			
rxn29070	EX_cpd00588_e0	cpd00588[e0]	TRANS-RXN-169.cp	(1) cpd00061_c0 + (1) cpd00588_e0 <=> (1) cpd00020_c0 + (1) cpd00491_c0	4			
rxn29075	EX_cpd00067_e0	cpd00067[e0]	Transport of L-fucose	(1) cpd00067_e0 + (1) cpd27358_e0 <=> (1) cpd00067_c0 + (1) cpd27358_c0	2			
rxn29075	EX_cpd27358_e0	cpd27358[e0]	Transport of L-fucose	(1) cpd00067_e0 + (1) cpd27358_e0 <=> (1) cpd00067_c0 + (1) cpd27358_c0	2			
rxn29078	EX_cpd29538_e0	cpd29538[e0]	TRANS-RXN-205A.cp	(1) cpd29538_e0 <=> (1) cpd29538_c0	1			
rxn29080	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-21.cp	(1) cpd00067_e0 + (1) cpd00709_e0 <=> (1) cpd00067_c0 + (1) cpd00709_c0	2			
rxn29080	EX_cpd00709_e0	cpd00709[e0]	TRANS-RXN-21.cp	(1) cpd00067_e0 + (1) cpd00709_e0 <=> (1) cpd00067_c0 + (1) cpd00709_c0	2			
rxn29082	EX_cpd00274_e0	cpd00274[e0]	TRANS-RXN-227.cm	(1) cpd00274_c0 <=> (1) cpd00274_e0	1			
rxn29089	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-242A.cp	(1) cpd00067_e0 + (1) cpd01873_c0 <=> (1) cpd00067_c0 + (1) cpd01873_e0	2			
rxn29089	EX_cpd01873_e0	cpd01873[e0]	TRANS-RXN-242A.cp	(1) cpd00067_e0 + (1) cpd01873_c0 <=> (1) cpd00067_c0 + (1) cpd01873_e0	2			
rxn29090	EX_cpd00067_e0	cpd00067[e0]	Transport of N-acetylneuraminate	(1) cpd00067_e0 + (1) cpd27569_e0 <=> (1) cpd00067_c0 + (1) cpd27569_c0	2			
rxn29090	EX_cpd27569_e0	cpd27569[e0]	Transport of N-acetylneuraminate	(1) cpd00067_e0 + (1) cpd27569_e0 <=> (1) cpd00067_c0 + (1) cpd27569_c0	2			
rxn29094	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-30.cp	(1) cpd00067_e0 + (1) cpd01487_e0 <=> (1) cpd00067_c0 + (1) cpd01487_c0	2			
rxn29094	EX_cpd01487_e0	cpd01487[e0]	TRANS-RXN-30.cp	(1) cpd00067_e0 + (1) cpd01487_e0 <=> (1) cpd00067_c0 + (1) cpd01487_c0	2			
rxn29095	EX_cpd00009_e0	cpd00009[e0]	TRANS-RXN-33.cp	(1) cpd00009_c0 + (1) cpd00863_e0 <=> (1) cpd00009_e0 + (1) cpd00863_c0	2			
rxn29095	EX_cpd00863_e0	cpd00863[e0]	TRANS-RXN-33.cp	(1) cpd00009_c0 + (1) cpd00863_e0 <=> (1) cpd00009_e0 + (1) cpd00863_c0	2			
rxn29096	EX_cpd00067_e0	cpd00067[e0]	Transport of D-glucuronate	(1) cpd00067_e0 + (1) cpd27109_e0 <=> (1) cpd00067_c0 + (1) cpd27109_c0	2			
rxn29096	EX_cpd27109_e0	cpd27109[e0]	Transport of D-glucuronate	(1) cpd00067_e0 + (1) cpd27109_e0 <=> (1) cpd00067_c0 + (1) cpd27109_c0	2			
rxn29097	EX_cpd00067_e0	cpd00067[e0]	Transport of alpha-L-arabinopyranose	(1) cpd00067_e0 + (1) cpd30755_c0 <=> (1) cpd00067_c0 + (1) cpd30755_e0	2			
rxn29097	EX_cpd30755_e0	cpd30755[e0]	Transport of alpha-L-arabinopyranose	(1) cpd00067_e0 + (1) cpd30755_c0 <=> (1) cpd00067_c0 + (1) cpd30755_e0	2			
rxn29098	EX_cpd00067_e0	cpd00067[e0]	Transport of fosmidomycin	(1) cpd00067_e0 + (1) cpd26526_c0 <=> (1) cpd00067_c0 + (1) cpd26526_e0	2			
rxn29098	EX_cpd26526_e0	cpd26526[e0]	Transport of fosmidomycin	(1) cpd00067_e0 + (1) cpd26526_c0 <=> (1) cpd00067_c0 + (1) cpd26526_e0	2			
rxn29099	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-44.cp	(1) cpd00067_e0 + (1) cpd29212_c0 <=> (1) cpd00067_c0 + (1) cpd29212_e0	2			
rxn29099	EX_cpd29212_e0	cpd29212[e0]	TRANS-RXN-44.cp	(1) cpd00067_e0 + (1) cpd29212_c0 <=> (1) cpd00067_c0 + (1) cpd29212_e0	2			
rxn29100	EX_cpd00039_e0	cpd00039[e0]	TRANS-RXN-68.cp	(1) cpd00039_e0 + (1) cpd01155_c0 <=> (1) cpd00039_c0 + (1) cpd01155_e0	2			
rxn29100	EX_cpd01155_e0	cpd01155[e0]	TRANS-RXN-68.cp	(1) cpd00039_e0 + (1) cpd01155_c0 <=> (1) cpd00039_c0 + (1) cpd01155_e0	2			
rxn29101	EX_cpd00001_e0	cpd00001[e0]	TRANS-RXN-7.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd01048_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd01048_e0	6			
rxn29101	EX_cpd00002_e0	cpd00002[e0]	TRANS-RXN-7.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd01048_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd01048_e0	6			
rxn29101	EX_cpd00008_e0	cpd00008[e0]	TRANS-RXN-7.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd01048_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd01048_e0	6			
rxn29101	EX_cpd00009_e0	cpd00009[e0]	TRANS-RXN-7.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd01048_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd01048_e0	6			
rxn29101	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-7.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd01048_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd01048_e0	6			
rxn29101	EX_cpd01048_e0	cpd01048[e0]	TRANS-RXN-7.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd01048_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd01048_e0	6			
rxn29102	EX_cpd00067_e0	cpd00067[e0]	Transport of D-fructuronate	(1) cpd00067_e0 + (1) cpd27042_e0 <=> (1) cpd00067_c0 + (1) cpd27042_c0	2			
rxn29102	EX_cpd27042_e0	cpd27042[e0]	Transport of D-fructuronate	(1) cpd00067_e0 + (1) cpd27042_e0 <=> (1) cpd00067_c0 + (1) cpd27042_c0	2			
rxn29104	EX_cpd04100_e0	cpd04100[e0]	TRANS-RXN-90.ce	(1) cpd04100_c0 <=> (1) cpd04100_e0	1			
rxn29105	EX_cpd29212_e0	cpd29212[e0]	TRANS-RXN-92.ce	(1) cpd29212_c0 <=> (1) cpd29212_e0	1			
rxn29106	EX_cpd00971_e0	cpd00971[e0]	TRANS-RXN-94A.cp	(1) cpd00971_e0 + (1) cpd03198_e0 <=> (1) cpd00971_c0 + (1) cpd03198_c0	2			
rxn29106	EX_cpd03198_e0	cpd03198[e0]	TRANS-RXN-94A.cp	(1) cpd00971_e0 + (1) cpd03198_e0 <=> (1) cpd00971_c0 + (1) cpd03198_c0	2			
rxn29107	EX_cpd03198_e0	cpd03198[e0]	TRANS-RXN-94B.cp	(1) cpd03198_e0 + (1) cpd27384_e0 <=> (1) cpd03198_c0 + (1) cpd27384_c0	2			
rxn29107	EX_cpd27384_e0	cpd27384[e0]	TRANS-RXN-94B.cp	(1) cpd03198_e0 + (1) cpd27384_e0 <=> (1) cpd03198_c0 + (1) cpd27384_c0	2			
rxn29108	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN-98.cp	(1) cpd00067_e0 + (1) cpd29297_e0 <=> (1) cpd00067_c0 + (1) cpd29297_c0	2			
rxn29108	EX_cpd29297_e0	cpd29297[e0]	TRANS-RXN-98.cp	(1) cpd00067_e0 + (1) cpd29297_e0 <=> (1) cpd00067_c0 + (1) cpd29297_c0	2			
rxn29109	EX_cpd27803_e0	cpd27803[e0]	TRANS-RXN0-181.cp	(1) cpd27803_c0 <=> (1) cpd27803_e0	1			
rxn29111	EX_cpd00571_e0	cpd00571[e0]	TRANS-RXN0-204.cp	(1) cpd00571_e0 <=> (1) cpd00571_c0	1			
rxn29114	EX_cpd00001_e0	cpd00001[e0]	TRANS-RXN0-210.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd02416_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd02416_e0	6			
rxn29114	EX_cpd00002_e0	cpd00002[e0]	TRANS-RXN0-210.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd02416_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd02416_e0	6			
rxn29114	EX_cpd00008_e0	cpd00008[e0]	TRANS-RXN0-210.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd02416_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd02416_e0	6			
rxn29114	EX_cpd00009_e0	cpd00009[e0]	TRANS-RXN0-210.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd02416_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd02416_e0	6			
rxn29114	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN0-210.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd02416_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd02416_e0	6			
rxn29114	EX_cpd02416_e0	cpd02416[e0]	TRANS-RXN0-210.cp	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd02416_c0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd02416_e0	6			
rxn29116	EX_cpd00419_e0	cpd00419[e0]	TRANS-RXN0-213.cp	(1) cpd00419_e0 <=> (1) cpd00419_c0	1			
rxn29118	EX_cpd00001_e0	cpd00001[e0]	TRANS-RXN0-224.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd29400_c0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd29400_e0	6			
rxn29118	EX_cpd00002_e0	cpd00002[e0]	TRANS-RXN0-224.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd29400_c0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd29400_e0	6			
rxn29118	EX_cpd00008_e0	cpd00008[e0]	TRANS-RXN0-224.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd29400_c0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd29400_e0	6			
rxn29118	EX_cpd00009_e0	cpd00009[e0]	TRANS-RXN0-224.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd29400_c0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd29400_e0	6			
rxn29118	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN0-224.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd29400_c0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd29400_e0	6			
rxn29118	EX_cpd29400_e0	cpd29400[e0]	TRANS-RXN0-224.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd29400_c0 <=> (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd29400_e0	6			
rxn29119	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN0-226.cp	(1) cpd00067_e0 + (1) cpd25964_e0 <=> (1) cpd00067_c0 + (1) cpd25964_c0	2			
rxn29119	EX_cpd25964_e0	cpd25964[e0]	TRANS-RXN0-226.cp	(1) cpd00067_e0 + (1) cpd25964_e0 <=> (1) cpd00067_c0 + (1) cpd25964_c0	2			
rxn29120	EX_cpd00067_e0	cpd00067[e0]	Transport of 4-hydroxybenzoate	(1) cpd00067_e0 + (1) cpd00136_c0 <=> (1) cpd00067_c0 + (1) cpd00136_e0	2			
rxn29120	EX_cpd00136_e0	cpd00136[e0]	Transport of 4-hydroxybenzoate	(1) cpd00067_e0 + (1) cpd00136_c0 <=> (1) cpd00067_c0 + (1) cpd00136_e0	2			
rxn29121	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN0-236.cp	(1) cpd00067_e0 + (1) cpd27365_e0 <=> (1) cpd00067_c0 + (1) cpd27365_c0	2			
rxn29121	EX_cpd27365_e0	cpd27365[e0]	TRANS-RXN0-236.cp	(1) cpd00067_e0 + (1) cpd27365_e0 <=> (1) cpd00067_c0 + (1) cpd27365_c0	2			
rxn29122	EX_cpd00104_e0	cpd00104[e0]	TRANS-RXN0-240.cp	(1) cpd00104_e0 <=> (1) cpd00104_c0	1			
rxn29123	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN0-258.cp	(1) cpd00067_e0 + (1) cpd25965_e0 <=> (1) cpd00067_c0 + (1) cpd25965_c0	2			
rxn29123	EX_cpd25965_e0	cpd25965[e0]	TRANS-RXN0-258.cp	(1) cpd00067_e0 + (1) cpd25965_e0 <=> (1) cpd00067_c0 + (1) cpd25965_c0	2			
rxn29124	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN0-264.cp	(1) cpd00067_e0 + (1) cpd25986_c0 <=> (1) cpd00067_c0 + (1) cpd25986_e0	2			
rxn29124	EX_cpd25986_e0	cpd25986[e0]	TRANS-RXN0-264.cp	(1) cpd00067_e0 + (1) cpd25986_c0 <=> (1) cpd00067_c0 + (1) cpd25986_e0	2			
rxn29125	EX_cpd22393_e0	cpd22393[e0]	TRANS-RXN0-265.cp	(1) cpd22393_c0 <=> (1) cpd22393_e0	1			
rxn29136	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXN0-267.cp	(1) cpd00067_e0 + (1) cpd28237_e0 <=> (1) cpd00067_c0 + (1) cpd28237_c0	2			
rxn29136	EX_cpd28237_e0	cpd28237[e0]	TRANS-RXN0-267.cp	(1) cpd00067_e0 + (1) cpd28237_e0 <=> (1) cpd00067_c0 + (1) cpd28237_c0	2			
rxn29144	EX_cpd26015_e0	cpd26015[e0]	TRANS-RXN0-275.ce	(1) cpd26015_c0 <=> (1) cpd26015_e0	1			
rxn29145	EX_cpd14878_e0	cpd14878[e0]	TRANS-RXN0-276.cp	(1) cpd14878_c0 <=> (1) cpd14878_e0	1			
rxn29146	EX_cpd14958_e0	cpd14958[e0]	TRANS-RXN0-278.cp	(1) cpd14958_e0 <=> (1) cpd14958_c0	1			
rxn29147	EX_cpd30760_e0	cpd30760[e0]	TRANS-RXN0-280.ce	(1) cpd30760_c0 <=> (1) cpd30760_e0	1			
