id	name	type	exmet	exmetnames
rxn09815	GDP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00031[e0]	GDP
rxn29335	GDP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00031[e0]	GDP
rxn12424	D-gluconate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00222[e0]	GLCN
rxn12442	D-glucarate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00609[e0]	D-Glucarate
rxn09679	glucose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00027[e0]	D-Glucose
rxn09875	glucose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00027[e0]	D-Glucose
rxn10928	L-glutamine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00053[e0]	L-Glutamine
rxn29086	L-glutamine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00053[e0]	L-Glutamine
rxn29087	L-glutamine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00053[e0]	L-Glutamine
rxn33058	L-glutamine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00053[e0]	L-Glutamine
rxn10917	L-glutamate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00023[e0]	L-Glutamate
rxn13304	L-glutamate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00023[e0]	L-Glutamate
rxn29088	L-glutamate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00023[e0]	L-Glutamate
rxn31191	L-glutamate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00023[e0]	L-Glutamate
rxn08636	Glyceraldehyde transport via diffusion (extracellular to periplasm)	Diffusion	cpd00448[e0]	D-Glyceraldehyde
rxn10164	Glyceraldehyde transport via diffusion (extracellular to periplasm)	Diffusion	cpd00448[e0]	D-Glyceraldehyde
rxn38744	Glyceraldehyde transport via diffusion (extracellular to periplasm)	Diffusion	cpd00448[e0]	D-Glyceraldehyde
rxn12430	Glycine betaine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00540[e0]	BET
rxn09749	Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00080[e0]	Glycerol-3-phosphate
rxn11234	Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00080[e0]	Glycerol-3-phosphate
rxn34379	Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00080[e0]	Glycerol-3-phosphate
rxn13711	D-glycerate transport via proton symport, reversible (periplasm)	2.Electrochemical potential-driven transporters	cpd00223[e0]	Glycerate
rxn30485	D-glycerate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00223[e0]	Glycerate
rxn31179	D-glycerate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00223[e0]	Glycerate
rxn31197	D-glycerate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00223[e0]	Glycerate
rxn32435	D-glycerate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00223[e0]	Glycerate
rxn12426	glycolate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00139[e0]	Glycolate
rxn28666	glycolate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00139[e0]	Glycolate
rxn31173	glycolate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00139[e0]	Glycolate
rxn31190	glycolate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00139[e0]	Glycolate
rxn34295	glycolate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00139[e0]	Glycolate
rxn10537	glycine transport in via sodium symport (periplasm)	2.Electrochemical potential-driven transporters	cpd00033[e0]	Glycine
rxn34381	glycine transport in via sodium symport (periplasm)	2.Electrochemical potential-driven transporters	cpd00033[e0]	Glycine
rxn34502	glycine transport in via sodium symport (periplasm)	2.Electrochemical potential-driven transporters	cpd00033[e0]	Glycine
rxn29336	GMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00126[e0]	GMP
rxn34503	GMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00126[e0]	GMP
rxn34542	GMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00126[e0]	GMP
rxn10897	guanosine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00311[e0]	Guanosine
rxn09677	glutathione (ox) transport via diffusion (extracellular to periplasm)	Diffusion	cpd00111[e0]	Oxidized glutathione
rxn33119	glutathione (ox) transport via diffusion (extracellular to periplasm)	Diffusion	cpd00111[e0]	Oxidized glutathione
rxn33123	glutathione (ox) transport via diffusion (extracellular to periplasm)	Diffusion	cpd00111[e0]	Oxidized glutathione
rxn13712	RXN0-21.cp	3.Primary active transporters	cpd00042[e0]	GSH
rxn10829	glutathione transport via diffusion (extracellular to periplasm)	Diffusion	cpd00042[e0]	GSH
rxn31957	glutathione transport via diffusion (extracellular to periplasm)	Diffusion	cpd00042[e0]	GSH
rxn31963	glutathione transport via diffusion (extracellular to periplasm)	Diffusion	cpd00042[e0]	GSH
rxn12663	GTP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00038[e0]	GTP
rxn08683	Guanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00207[e0]	Guanine
rxn09746	Guanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00207[e0]	Guanine
rxn10142	Guanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00207[e0]	Guanine
rxn33172	Guanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00207[e0]	Guanine
rxn33177	Guanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00207[e0]	Guanine
rxn13308	hydrogen peroxide transport via diffusion (external)	Diffusion	cpd00025[e0]	H2O2
rxn31565	hydrogen peroxide transport via diffusion (external)	Diffusion	cpd00025[e0]	H2O2
rxn34504	hydrogen peroxide transport via diffusion (external)	Diffusion	cpd00025[e0]	H2O2
rxn08690	h2s transport (periplasm)	Diffusion	cpd00239[e0]	H2S
rxn10541	h2s transport (periplasm)	Diffusion	cpd00239[e0]	H2S
rxn32852	h2s transport (periplasm)	Diffusion	cpd00239[e0]	H2S
rxn34076	h2s transport (periplasm)	Diffusion	cpd00239[e0]	H2S
rxn08692	hydrogen transport via diffusion (extracellular to periplasm)	Diffusion	cpd11640[e0]	H2
rxn10542	hydrogen transport via diffusion (extracellular to periplasm)	Diffusion	cpd11640[e0]	H2
rxn34227	hydrogen transport via diffusion (extracellular to periplasm)	Diffusion	cpd11640[e0]	H2
rxn34505	hydrogen transport via diffusion (extracellular to periplasm)	Diffusion	cpd11640[e0]	H2
rxn10135	Transport of 3-hydroxy-trans-cinnamate	2.Electrochemical potential-driven transporters	cpd09252[e0]	3-Coumaric acid
rxn09676	Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd00214[e0]	Palmitate
rxn09848	Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd00214[e0]	Palmitate
rxn31182	Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd00214[e0]	Palmitate
rxn09675	Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd15237[e0]	hexadecenoate
rxn09846	Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd15237[e0]	hexadecenoate
rxn34365	Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd15237[e0]	hexadecenoate
rxn12596	hexanoate transport via proton symport, reversible (periplasm)	2.Electrochemical potential-driven transporters	cpd01113[e0]	Hexanoate
rxn29261	mercury (Hg+2) transport out via proton antiport (periplasm)	2.Electrochemical potential-driven transporters	cpd00531[e0]	Hg2+
rxn10932	L-histidine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00119[e0]	L-Histidine
rxn31972	L-histidine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00119[e0]	L-Histidine
rxn31976	L-histidine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00119[e0]	L-Histidine
rxn30487	TRANS-RXN-242.cp	2.Electrochemical potential-driven transporters	cpd00227[e0]	L-Homoserine
rxn34155	L-homoserine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00227[e0]	L-Homoserine
rxn10134	TRANS-RXN-61.cp	2.Electrochemical potential-driven transporters	cpd08304[e0]	Dihydro-3-coumaric acid
rxn11009	proton transport via diffusion (extracellular to periplasm)	Diffusion	cpd00067[e0]	H+
rxn22797	proton transport via diffusion (extracellular to periplasm)	Diffusion	cpd00067[e0]	H+
rxn31161	proton transport via diffusion (extracellular to periplasm)	Diffusion	cpd00067[e0]	H+
rxn31178	proton transport via diffusion (extracellular to periplasm)	Diffusion	cpd00067[e0]	H+
rxn31202	proton transport via diffusion (extracellular to periplasm)	Diffusion	cpd00067[e0]	H+
rxn34471	proton transport via diffusion (extracellular to periplasm)	Diffusion	cpd00067[e0]	H+
rxn10118	hydrogenase (ubiquinone-8: 2 protons) (periplasm)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10119	Hydrogenase (menaquinone8: 2 protons) (periplasm)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10117	Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn08738	Hypoxanthine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00226[e0]	HYXN
rxn10143	Hypoxanthine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00226[e0]	HYXN
rxn10167	TRANS-RXN-181A.cp	2.Electrochemical potential-driven transporters	cpd00573[e0]	L-Idonate
rxn10933	L-isoleucine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00322[e0]	L-Isoleucine
rxn13323	L-isoleucine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00322[e0]	L-Isoleucine
rxn33577	L-isoleucine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00322[e0]	L-Isoleucine
rxn29337	IMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00114[e0]	IMP
rxn34159	IMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00114[e0]	IMP
rxn10176	TRANS-RXN-142.cp	2.Electrochemical potential-driven transporters	cpd00359[e0]	indol
rxn32149	Indole transport via diffusion (extracellular to periplasm)	Diffusion	cpd00359[e0]	indol
rxn29210	inosine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00246[e0]	Inosine
rxn29918	inositol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00121[e0]	L-Inositol
rxn10168	K(+)-importing ATPase	3.Primary active transporters	cpd00205[e0]	K+
rxn28585	Lactose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00208[e0]	LACT
rxn32685	Lactose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00208[e0]	LACT
rxn10169	TRANS-RXN-24.cp	2.Electrochemical potential-driven transporters	cpd00208[e0]	LACT
rxn11003	L-leucine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00107[e0]	L-Leucine
rxn33827	L-leucine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00107[e0]	L-Leucine
rxn33828	L-leucine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00107[e0]	L-Leucine
rxn29473	lipid A transport via vector (periplasm to extracellular)	Diffusion	cpd03587[e0]	kdo2-lipid a
rxn11016	L-lactate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00159[e0]	L-Lactate
rxn09674	TRANS-RXN-58.cp	2.Electrochemical potential-driven transporters	cpd00039[e0]	L-Lysine
rxn09740	TRANS-RXN-58.cp	2.Electrochemical potential-driven transporters	cpd00039[e0]	L-Lysine
rxn10834	L-lysine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00039[e0]	L-Lysine
rxn33297	L-lysine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00039[e0]	L-Lysine
rxn10153	TRANS-RXN-121A.cp	2.Electrochemical potential-driven transporters	cpd00130[e0]	L-Malate
rxn10156	Malate transport via proton symport (3 H) (periplasm)	2.Electrochemical potential-driven transporters	cpd00130[e0]	L-Malate
rxn10967	Malate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00130[e0]	L-Malate
rxn27373	Malate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00130[e0]	L-Malate
rxn27374	Malate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00130[e0]	L-Malate
rxn31184	Malate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00130[e0]	L-Malate
rxn31192	Malate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00130[e0]	L-Malate
rxn10174	maltohexaose transport via ABC system (periplasm)	3.Primary active transporters	cpd01329[e0]	Maltohexaose
rxn10172	maltopentaose transport via ABC system (periplasm)	3.Primary active transporters	cpd15495[e0]	Maltopentaose
rxn29412	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd00179[e0]	Maltose
rxn33187	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd00179[e0]	Maltose
rxn33191	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd00179[e0]	Maltose
rxn28588	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd01262[e0]	Amylotriose
rxn33303	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd01262[e0]	Amylotriose
rxn33307	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd01262[e0]	Amylotriose
rxn10173	TRANS-RXN0-504.cp	3.Primary active transporters	cpd01399[e0]	Maltotetraose
rxn28587	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd01399[e0]	Maltotetraose
rxn32029	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd01399[e0]	Maltotetraose
rxn32030	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd01399[e0]	Maltotetraose
rxn10187	Mannose-6-phosphate transport via phosphate antiport (periplasm)	2.Electrochemical potential-driven transporters	cpd00009[e0];cpd00235[e0]	Phosphate;D-mannose-6-phosphate
rxn13644	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00235[e0]	D-mannose-6-phosphate
rxn12997	D-mannose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00138[e0]	D-Mannose
rxn34389	D-mannose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00138[e0]	D-Mannose
rxn28590	melibiose transport via diffusion (extracellular to periplasm)	Diffusion	cpd03198[e0]	Melibiose
rxn33445	melibiose transport via diffusion (extracellular to periplasm)	Diffusion	cpd03198[e0]	Melibiose
rxn10976	L-methionine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00060[e0]	L-Methionine
rxn34511	L-methionine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00060[e0]	L-Methionine
rxn10571	Mg2+-importing ATPase	3.Primary active transporters	cpd00254[e0]	Mg
rxn13346	myo-inositol phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00885[e0]	Phytate
rxn32877	myo-inositol phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00885[e0]	Phytate
rxn32879	myo-inositol phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00885[e0]	Phytate
rxn09671	S-methylmethionine permease (periplasm)	2.Electrochemical potential-driven transporters	cpd02027[e0]	S-Methyl-L-methionine
rxn29222	S-methyl-L-methionine transport via diffusion (extracellular to periplasm)	Diffusion	cpd02027[e0]	S-Methyl-L-methionine
rxn08952	RXN0-16.cp	Diffusion	cpd00030[e0]	Mn2+
rxn28589	mannitol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00314[e0]	D-Mannitol
rxn38749	mannitol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00314[e0]	D-Mannitol
rxn29245	molybdate transport via diffusion (extracellular to periplasm)	Diffusion	cpd11574[e0]	Molybdate
rxn08967	nitrious oxide transport via diffusion (extracellular to periplasm)	Diffusion	cpd00659[e0]	Nitrous oxide
rxn30495	nitrious oxide transport via diffusion (extracellular to periplasm)	Diffusion	cpd00659[e0]	Nitrous oxide
rxn30496	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn30498	NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10899	sodium transport via diffusion (extracellular to periplasm)	Diffusion	cpd00971[e0]	Na+
rxn34393	sodium transport via diffusion (extracellular to periplasm)	Diffusion	cpd00971[e0]	Na+
rxn34515	sodium transport via diffusion (extracellular to periplasm)	Diffusion	cpd00971[e0]	Na+
rxn13730	nickle (Ni+2) transport out via proton antiport (periplasm)	2.Electrochemical potential-driven transporters	cpd00244[e0]	Ni2+
rxn08992	nickel transport via diffusion (extracellular to periplasm)	Diffusion	cpd00244[e0]	Ni2+
rxn10581	nickel transport via diffusion (extracellular to periplasm)	Diffusion	cpd00244[e0]	Ni2+
rxn08997	NMN permease (periplasm)	2.Electrochemical potential-driven transporters	cpd00355[e0]	Nicotinamide ribonucleotide
rxn10181	NMN permease (periplasm)	2.Electrochemical potential-driven transporters	cpd00355[e0]	Nicotinamide ribonucleotide
rxn10823	nitrite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00075[e0]	Nitrite
rxn29054	nitrite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00075[e0]	Nitrite
rxn29236	nitrite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00075[e0]	Nitrite
rxn33542	nitrite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00075[e0]	Nitrite
rxn33543	nitrite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00075[e0]	Nitrite
rxn10120	Nitrate reductase (Ubiquinol-8) (periplasm)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10121	Nitrate reductase (Menaquinol-8) (periplasm)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn10935	nitrate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00209[e0]	Nitrate
rxn31185	nitrate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00209[e0]	Nitrate
rxn34079	nitrate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00209[e0]	Nitrate
rxn09009	nitric oxide transport via diffusion (extracellular to periplasm)	Diffusion	cpd00418[e0]	NO
rxn10828	nitric oxide transport via diffusion (extracellular to periplasm)	Diffusion	cpd00418[e0]	NO
rxn29735	superoxide anion transport via diffusion (extracellular to periplasm)	Diffusion	cpd00532[e0]	O2-
rxn33031	superoxide anion transport via diffusion (extracellular to periplasm)	Diffusion	cpd00532[e0]	O2-
rxn33034	superoxide anion transport via diffusion (extracellular to periplasm)	Diffusion	cpd00532[e0]	O2-
rxn33037	superoxide anion transport via diffusion (extracellular to periplasm)	Diffusion	cpd00532[e0]	O2-
rxn09669	Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd01080[e0]	ocdca
rxn34366	Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd01080[e0]	ocdca
rxn09668	Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd15269[e0]	octadecenoate
rxn34367	Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm)	Diffusion	cpd15269[e0]	octadecenoate
rxn09840	Octanoate transport via diffusion (extracellular to periplasm)	Diffusion	cpd03846[e0]	octanoate
rxn29141	Octanoate transport via diffusion (extracellular to periplasm)	Diffusion	cpd03846[e0]	octanoate
rxn29352	Octanoate transport via diffusion (extracellular to periplasm)	Diffusion	cpd03846[e0]	octanoate
rxn10824	ornithine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00064[e0]	Ornithine
rxn29084	ornithine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00064[e0]	Ornithine
rxn29085	ornithine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00064[e0]	Ornithine
rxn10908	Orotate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00247[e0]	Orotate
rxn34149	Orotate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00247[e0]	Orotate
rxn34150	Orotate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00247[e0]	Orotate
rxn11408	phenylacetaldehyde reversible transport via proton symport (periplasm)	2.Electrochemical potential-driven transporters	cpd00464[e0]	alpha-Tolualdehyde
rxn13373	phenethylacetaldehyde transport via diffusion (extracellular to periplasm)	Diffusion	cpd00464[e0]	alpha-Tolualdehyde
rxn13374	phenethylacetaldehyde transport via diffusion (extracellular to periplasm)	Diffusion	cpd00464[e0]	alpha-Tolualdehyde
rxn11405	phenethylamine transport via diffusion (extracellular to periplasm)	Diffusion	cpd03161[e0]	Phenethylamine
rxn29152	phenethylamine transport via diffusion (extracellular to periplasm)	Diffusion	cpd03161[e0]	Phenethylamine
rxn27591	heme-transporting ATPase	3.Primary active transporters	cpd00028[e0]	Heme
rxn10919	protoheme transport irreversible out via diffusion (periplasm to extracellular)	Diffusion	cpd00028[e0]	Heme
rxn34396	protoheme transport irreversible out via diffusion (periplasm to extracellular)	Diffusion	cpd00028[e0]	Heme
rxn34521	protoheme transport irreversible out via diffusion (periplasm to extracellular)	Diffusion	cpd00028[e0]	Heme
rxn11018	L-phenylalanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00066[e0]	L-Phenylalanine
rxn32859	L-phenylalanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00066[e0]	L-Phenylalanine
rxn32861	L-phenylalanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00066[e0]	L-Phenylalanine
rxn32863	L-phenylalanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00066[e0]	L-Phenylalanine
rxn32865	L-phenylalanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00066[e0]	L-Phenylalanine
rxn32868	L-phenylalanine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00066[e0]	L-Phenylalanine
rxn10838	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn13178	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn29213	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn31170	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn33113	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn33118	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn33124	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn33125	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn34544	phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00009[e0]	Phosphate
rxn10180	TRANS-RXN-117.cp	2.Electrochemical potential-driven transporters	cpd00644[e0]	PAN
rxn34523	Pantothenate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00644[e0]	PAN
rxn38800	Pantothenate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00644[e0]	PAN
rxn09170	propanal transport via diffusion (extracellular to periplasm)	Diffusion	cpd00371[e0]	Propanal
rxn10836	propionate transport via diffusion	Diffusion	cpd00141[e0]	Propionate
rxn29233	propionate transport via diffusion	Diffusion	cpd00141[e0]	Propionate
rxn33397	propionate transport via diffusion	Diffusion	cpd00141[e0]	Propionate
rxn34524	propionate transport via diffusion	Diffusion	cpd00141[e0]	Propionate
rxn10133	3-phenylpropionate transport via proton symport, reversible (periplasm)	2.Electrochemical potential-driven transporters	cpd03343[e0]	Phenylpropanoate
rxn29149	3-phenylpropionate transport via diffusion (extracellular to periplasm)	Diffusion	cpd03343[e0]	Phenylpropanoate
rxn09720	L-proline transport via diffusion (extracellular to periplasm)	Diffusion	cpd00129[e0]	L-Proline
rxn10945	L-proline transport via diffusion (extracellular to periplasm)	Diffusion	cpd00129[e0]	L-Proline
rxn33419	L-proline transport via diffusion (extracellular to periplasm)	Diffusion	cpd00129[e0]	L-Proline
rxn33420	L-proline transport via diffusion (extracellular to periplasm)	Diffusion	cpd00129[e0]	L-Proline
rxn29172	psicoselysine transporter via diffusion (extracellular)	Diffusion	cpd15559[e0]	psicoselysine
rxn10182	putrescine/ornithine antiporter (periplasm)	2.Electrochemical potential-driven transporters	cpd00064[e0];cpd00118[e0]	Ornithine;Putrescine
rxn29115	putrescine/ornithine antiporter (periplasm)	2.Electrochemical potential-driven transporters	cpd00064[e0];cpd00118[e0]	Ornithine;Putrescine
rxn30553	putrescine/ornithine antiporter (periplasm)	2.Electrochemical potential-driven transporters	cpd00064[e0];cpd00118[e0]	Ornithine;Putrescine
rxn13393	putrescine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00118[e0]	Putrescine
rxn33115	putrescine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00118[e0]	Putrescine
rxn10929	pyruvate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00020[e0]	Pyruvate
rxn29234	pyruvate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00020[e0]	Pyruvate
rxn31155	pyruvate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00020[e0]	Pyruvate
rxn31164	pyruvate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00020[e0]	Pyruvate
rxn31556	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00101[e0]	ribose-5-phosphate
rxn33218	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00101[e0]	ribose-5-phosphate
rxn29248	ribose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00105[e0]	D-Ribose
rxn33533	ribose transport via diffusion (extracellular to periplasm)	Diffusion	cpd00105[e0]	D-Ribose
rxn10184	D-sorbitol transport via PEP:Pyr PTS (periplasm)	4.Group translocators	cpd00588[e0]	Sorbitol
rxn09662	D-sorbitol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00588[e0]	Sorbitol
rxn38751	D-sorbitol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00588[e0]	Sorbitol
rxn10185	RXN0-4083.cp	2.Electrochemical potential-driven transporters	cpd00054[e0]	L-Serine
rxn34404	RXN0-4083.cp	2.Electrochemical potential-driven transporters	cpd00054[e0]	L-Serine
rxn34530	RXN0-4083.cp	2.Electrochemical potential-driven transporters	cpd00054[e0]	L-Serine
rxn10999	L-serine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00054[e0]	L-Serine
rxn13110	L-serine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00054[e0]	L-Serine
rxn31189	L-serine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00054[e0]	L-Serine
rxn31798	L-serine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00054[e0]	L-Serine
rxn10827	TRANS-RXN-27.cp	2.Electrochemical potential-driven transporters	cpd00383[e0]	Shikimate
rxn33330	shikimate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00383[e0]	Shikimate
rxn09259	SO2 transport via diffusion (extracellular to periplasm)	Diffusion	cpd06201[e0]	Sulfur dioxide
rxn12453	sulfite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00081[e0]	Sulfite
rxn31935	sulfite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00081[e0]	Sulfite
rxn34077	sulfite transport via diffusion (extracellular to periplasm)	Diffusion	cpd00081[e0]	Sulfite
rxn13397	spermidine transport via diffusion (extracellular to periplasm)	Diffusion	cpd00264[e0]	Spermidine
