id	name	altname	hierarchy	taxrange	reaId	reaEc	keyRea	reaName	reaNr	ecNr	superpathway	status
seed.pwy474	ABC transporter glutamine (TC 3.A.1.3.2)		Membrane Transport;ABC transporters		rxn05155,rxn05155,rxn05155	,,		Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2);Glutamine transport ATP-binding protein glnQ (TC 3.A.1.3.2);Glutamine transport system permease protein glnP (TC 3.A.1.3.2)	3	0	False	True
seed.pwy475	ABC transporter iron(III) dicitrate (TC 3.A.1.14.1)		Membrane Transport;ABC transporters		rxn05557,rxn05189,rxn05189	,,		Iron(III) dicitrate transport ATP-binding protein FecE (TC 3.A.1.14.1);Iron(III) dicitrate transport system permease protein fecD (TC 3.A.1.14.1);Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)	3	0	False	True
seed.pwy476	ABC transporter oligopeptide (TC 3.A.1.5.1)		Membrane Transport;ABC transporters		rxn05533,rxn05533,rxn05533,rxn05533	,,,		Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein oppA (TC 3.A.1.5.1);Oligopeptide transport ATP-binding protein oppD (TC 3.A.1.5.1);Oligopeptide transport ATP-binding protein oppF (TC 3.A.1.5.1);Oligopeptide transport system permease protein oppC (TC 3.A.1.5.1)	4	0	False	True
seed.pwy477	ABC transporter tungstate (TC 3.A.1.6.2)		Membrane Transport;ABC transporters		rxn11938	1.2.99.5		Formylmethanofuran dehydrogenase (tungsten) subunit C	1	1	False	True
seed.pwy478	Fructose and Mannose Inducible PTS		Membrane Transport;Sugar Phosphotransferase Systems, PTS		rxn02005,rxn02005	,2.7.3.9		Phosphocarrier protein of PTS system;Phosphoenolpyruvate-protein phosphotransferase of PTS system	2	1	False	True
seed.pwy479	Galactose-inducible PTS		Membrane Transport;Sugar Phosphotransferase Systems, PTS		rxn02005,rxn02005,rxn00787	,2.7.3.9,4.1.2.40		Phosphocarrier protein of PTS system;Phosphoenolpyruvate-protein phosphotransferase of PTS system;Tagatose 1,6-bisphosphate aldolase	3	2	False	True
seed.pwy480	Sucrose-specific PTS		Membrane Transport;Sugar Phosphotransferase Systems, PTS		rxn02005,rxn02005,rxn01737	,2.7.3.9,3.2.1.B3		Phosphocarrier protein of PTS system;Phosphoenolpyruvate-protein phosphotransferase of PTS system;Sucrose-6-phosphate hydrolase	3	2	False	True
seed.pwy481	Na(+) H(+) antiporter		Membrane Transport;Uni- Sym- and Antiporters		rxn05209			Na+/H+ antiporter NhaA type	1	0	False	True
seed.pwy482	Sodium Hydrogen Antiporter		Membrane Transport;Uni- Sym- and Antiporters		rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209	,,,,,,,,,,,,,		Na(+) H(+) antiporter subunit A (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit A (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit B (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit B (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit C (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit C (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit D (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit D (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit E (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit E (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit F (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit F (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit G (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit G (TC 2.A.63.1.3)	14	0	False	True
seed.pwy483	Aromatic Amin Catabolism		Metabolism of Aromatic Compounds;-		rxn02366,rxn01945,rxn01833,rxn01715,rxn01840	1.13.11.15,1.14.13.3,1.4.3.21,,1.2.1.39		3,4-dihydroxyphenylacetate 2,3-dioxygenase;4-hydroxyphenylacetate 3-monooxygenase;Amiloride-sensitive amine oxidase [copper-containing] precursor;Monoamine oxidase (1.4.3.4);Phenylacetaldehyde dehydrogenase	5	4	False	True
seed.pwy484	Benzoate transport and degradation cluster		Metabolism of Aromatic Compounds;-		rxn01504,rxn01739,rxn01739	4.2.1.18,2.7.1.71,2.7.1.71		Methylglutaconyl-CoA hydratase;Shikimate kinase I;Shikimate kinase II	3	3	False	True
seed.pwy485	Gentisare degradation		Metabolism of Aromatic Compounds;-		rxn00589	1.14.13.1		Salicylate hydroxylase	1	1	False	True
seed.pwy486	Phenylacetyl-CoA catabolic pathway (core)		Metabolism of Aromatic Compounds;-		rxn01840,rxn01842	1.2.1.39,6.2.1.30		Phenylacetaldehyde dehydrogenase;Phenylacetate-coenzyme A ligase PaaF	2	2	False	True
seed.pwy487	Salicylate and gentisate catabolism		Metabolism of Aromatic Compounds;-		rxn00589	1.14.13.1		Salicylate hydroxylase	1	1	False	True
seed.pwy488	carbazol degradation cluster		Metabolism of Aromatic Compounds;-		rxn00540	4.1.3.-		4-hydroxy-2-oxovalerate aldolase	1	1	False	True
seed.pwy489	Anaerobic benzoate metabolism		Metabolism of Aromatic Compounds;Anaerobic degradation of aromatic compounds		rxn01452,rxn00178,rxn02167	1.1.1.157,2.3.1.9,4.2.1.17		3-hydroxybutyryl-CoA dehydrogenase;Acetyl-CoA acetyltransferase;Enoyl-CoA hydratase	3	3	False	True
seed.pwy490	Hydroxyaromatic decarboxylase family		Metabolism of Aromatic Compounds;Anaerobic degradation of aromatic compounds		rxn03393	4.1.1.-		Hydroxyaromatic non-oxidative decarboxylase protein B	1	1	False	True
seed.pwy491	4-Hydroxyphenylacetic acid catabolic pathway		Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates		rxn01203,rxn02885,rxn02883,rxn02366,rxn01945,rxn03040,rxn03055,rxn03041	4.1.2.-,5.3.3.-,4.2.-.-,1.13.11.15,1.14.13.3,5.3.3.10,1.2.1.60,4.1.1.68		2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase;2-hydroxyhepta-2,4-diene-1,7-dioate isomerase;2-oxo-hepta-3-ene-1,7-dioic acid hydratase;3,4-dihydroxyphenylacetate 2,3-dioxygenase;4-hydroxyphenylacetate 3-monooxygenase;5-carboxymethyl-2-hydroxymuconate delta-isomerase;5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase;5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase	8	8	False	True
seed.pwy492	Catechol branch of beta-ketoadipate pathway		Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates		rxn02144,rxn00588,rxn02782,rxn02971,rxn00290,rxn00290	3.1.1.24,1.13.11.1,5.5.1.1,5.3.3.4,2.8.3.5,2.8.3.5		Beta-ketoadipate enol-lactone hydrolase;Catechol 1,2-dioxygenase;Muconate cycloisomerase;Muconolactone isomerase;Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A;Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B	6	6	False	True
seed.pwy493	Central meta-cleavage pathway of aromatic compound degradation		Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates		rxn03038,rxn01203,rxn01895,rxn01893,rxn02883,rxn02366,rxn02416,rxn00540,rxn01945,rxn02788,rxn03040,rxn03055,rxn00171	1.13.11.-,4.1.2.-,3.7.1.-,4.2.1.-,4.2.-.-,1.13.11.15,1.14.13.-,4.1.3.-,1.14.13.3,5.3.2.-,5.3.3.10,1.2.1.60,1.2.1.10		2,3-dihydroxyphenylpropionate 1,2-dioxygenase;2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase;2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase;2-keto-4-pentenoate hydratase;2-oxo-hepta-3-ene-1,7-dioic acid hydratase;3,4-dihydroxyphenylacetate 2,3-dioxygenase;3-(3-hydroxy-phenyl)propionate hydroxylase;4-hydroxy-2-oxovalerate aldolase;4-hydroxyphenylacetate 3-monooxygenase;4-oxalocrotonate tautomerase;5-carboxymethyl-2-hydroxymuconate delta-isomerase;5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase;Acetaldehyde dehydrogenase	13	13	False	True
seed.pwy494	Homogentisate pathway of aromatic compound degradation		Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates		rxn00999,rxn00973,rxn00493,rxn00493	1.13.11.27,4.2.1.3,2.6.1.57,2.6.1.9		4-hydroxyphenylpyruvate dioxygenase;Aconitate hydratase;Aromatic-amino-acid aminotransferase;Histidinol-phosphate aminotransferase	4	4	False	True
seed.pwy495	Protocatechuate branch of beta-ketoadipate pathway		Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates		rxn02369,rxn02483,rxn02144,rxn01192,rxn01192,rxn00290,rxn00290	5.5.1.2,4.1.1.44,3.1.1.24,1.13.11.3,1.13.11.3,2.8.3.5,2.8.3.5		3-carboxy-cis,cis-muconate cycloisomerase;4-carboxymuconolactone decarboxylase;Beta-ketoadipate enol-lactone hydrolase;Protocatechuate 3,4-dioxygenase alpha chain;Protocatechuate 3,4-dioxygenase beta chain;Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A;Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B	7	7	False	True
seed.pwy496	Benzoate catabolism		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn03897,rxn00588,rxn02782,rxn02971	1.14.12.10,1.13.11.1,5.5.1.1,5.3.3.4		Benzoate 1,2-dioxygenase beta subunit;Catechol 1,2-dioxygenase;Muconate cycloisomerase;Muconolactone isomerase	4	4	False	True
seed.pwy497	Benzoate degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn00584,rxn03897,rxn03897,rxn00588,rxn01437,rxn02782,rxn02971	1.3.1.25,1.14.12.10,1.14.12.10,1.13.11.1,3.5.1.9,5.5.1.1,5.3.3.4		1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase;Benzoate 1,2-dioxygenase alpha subunit;Benzoate 1,2-dioxygenase beta subunit;Catechol 1,2-dioxygenase;Kynurenine formamidase, bacterial;Muconate cycloisomerase;Muconolactone isomerase	7	7	False	True
seed.pwy498	Biphenyl Degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn01893,rxn00540,rxn00171	4.2.1.-,4.1.3.-,1.2.1.10		2-keto-4-pentenoate hydratase;4-hydroxy-2-oxovalerate aldolase;Acetaldehyde dehydrogenase	3	3	False	True
seed.pwy499	Chloroaromatic degradation pathway		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn02144	3.1.1.24		Beta-ketoadipate enol-lactone hydrolase	1	1	False	True
seed.pwy500	Chlorobenzoate degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn00584,rxn00588,rxn02782	1.3.1.25,1.13.11.1,5.5.1.1		1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase;Catechol 1,2-dioxygenase;Muconate cycloisomerase	3	3	False	True
seed.pwy501	Naphtalene and antracene degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn04599	1.3.1.-		2,3-dihydroxy-2,3-dihydro-phenylpropionate dehydrogenase	1	1	False	True
seed.pwy502	Phenylpropanoid compound degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn04599,rxn00589	1.3.1.-,1.14.13.1		2,3-dihydroxy-2,3-dihydro-phenylpropionate dehydrogenase;Salicylate hydroxylase	2	2	False	True
seed.pwy503	Quinate degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn02213,rxn02213,rxn02213,rxn01188,rxn01364,rxn01740,rxn01740	4.2.1.10,4.2.1.10,4.2.1.10,,1.1.99.25,1.1.1.25,1.1.1.282		3-dehydroquinate dehydratase;3-dehydroquinate dehydratase I;3-dehydroquinate dehydratase II;3-dehydroshikimate dehydratase;Quinate/shikimate dehydrogenase [Pyrroloquinoline-quinone];Shikimate 5-dehydrogenase;Shikimate/quinate 5-dehydrogenase I beta	7	6	False	True
seed.pwy504	Salicylate ester degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn00589	1.14.13.1		Salicylate hydroxylase	1	1	False	True
seed.pwy505	n-Phenylalkanoic acid degradation		Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds		rxn01451,rxn02345,rxn00178,rxn02167,rxn00947	1.1.1.35,5.1.2.3,2.3.1.16,4.2.1.17,6.2.1.3		3-hydroxyacyl-CoA dehydrogenase;3-hydroxybutyryl-CoA epimerase;3-ketoacyl-CoA thiolase;Enoyl-CoA hydratase;Long-chain-fatty-acid--CoA ligase	5	5	False	True
seed.pwy506	Carbonate Biomineralization		Miscellaneous;-		rxn02167,rxn00947	4.2.1.17,6.2.1.3		Enoyl-CoA hydratase;Long-chain-fatty-acid--CoA ligase	2	2	False	True
seed.pwy507	Muconate lactonizing enzyme family		Miscellaneous;-		rxn02782,rxn02832	5.5.1.1,4.2.1.113		Muconate cycloisomerase;O-succinylbenzoate synthase	2	2	False	True
seed.pwy508	ZZ gjo need homes		Miscellaneous;-		rxn05217,rxn05297,rxn05298,rxn05301	,,,		Proton/aspartate symport protein;Proton/glutamate symport protein;Sodium/glutamate symport protein;Tyrosine-specific transport protein	4	0	False	True
seed.pwy509	Bacterial Chemotaxis		Motility and Chemotaxis;-		rxn05533,rxn05162,rxn05170	,,		Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2);Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3);Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	3	0	False	True
seed.pwy510	Flagellum		Motility and Chemotaxis;Flagellar motility in Prokaryota		rxn13784			RNA polymerase sigma factor RpoD	1	0	False	True
seed.pwy511	Allantoin Utilization		Nitrogen Metabolism;-		rxn01280,rxn01747,rxn01746,rxn05682,rxn01748,rxn01102,rxn00010,rxn02102,rxn00327	1.1.1.60,3.5.3.9,3.5.3.4,,3.5.2.5,2.7.1.31,4.1.1.47,1.1.1.154,3.5.3.19		2-hydroxy-3-oxopropionate reductase;Allantoate amidohydrolase;Allantoicase;Allantoin permease;Allantoinase;Glycerate kinase;Glyoxylate carboligase;Ureidoglycolate dehydrogenase;Ureidoglycolate hydrolase	9	8	False	True
seed.pwy512	Allantoin degradation		Nitrogen Metabolism;-		rxn01280,rxn01747,rxn01746,rxn01748,rxn01465,rxn01102,rxn00010,rxn02102,rxn00327	1.1.1.60,3.5.3.9,3.5.3.4,3.5.2.5,3.5.2.3,2.7.1.31,4.1.1.47,1.1.1.154,3.5.3.19		2-hydroxy-3-oxopropionate reductase;Allantoate amidohydrolase;Allantoicase;Allantoinase;Dihydroorotase;Glycerate kinase;Glyoxylate carboligase;Ureidoglycolate dehydrogenase;Ureidoglycolate hydrolase	9	9	False	True
seed.pwy513	Amidase clustered with urea and nitrile hydratase functions		Nitrogen Metabolism;-		rxn00231,rxn05667	3.5.1.4,		Aliphatic amidase amiE;Urea channel UreI	2	1	False	True
seed.pwy514	Ammonia assimilation		Nitrogen Metabolism;-		rxn05466,rxn12822,rxn00085,rxn00085,rxn00187,rxn00187,rxn00187,rxn00187,rxn00187	,1.4.7.1,1.4.1.13,1.4.1.13,6.3.1.2,6.3.1.2,6.3.1.2,6.3.1.2,6.3.1.2		Ammonium transporter;Ferredoxin-dependent glutamate synthase;Glutamate synthase [NADPH] large chain;Glutamate synthase [NADPH] small chain;Glutamine synthetase type I;Glutamine synthetase type II, eukaryotic;Glutamine synthetase type III, GlnN;Glutamine synthetase, clostridia type;Putative glutamine synthetase, Rickettsiales type	9	8	False	True
seed.pwy515	Cyanate hydrolysis		Nitrogen Metabolism;-		rxn00102,rxn00102,rxn02529,rxn10132	4.2.1.1,4.2.1.1,4.2.1.104,		Carbonic anhydrase;Carbonic anhydrase 2;Cyanate hydratase;Cyanate transport protein CynX	4	3	False	True
seed.pwy516	Denitrification		Nitrogen Metabolism;-		rxn05890,rxn00567,rxn11932,rxn01806,rxn01806,rxn11937	1.7.2.1,,1.7.99.7,1.7.99.7,1.7.99.7,1.7.99.6		Copper-containing nitrite reductase;Cytochrome cd1 nitrite reductase;Nitric-oxide reductase, quinol-dependent;Nitric-oxide reductase subunit B;Nitric-oxide reductase subunit C;Nitrous-oxide reductase	6	5	False	True
seed.pwy517	Dissimilatory nitrite reductase		Nitrogen Metabolism;-		rxn00567,rxn05005	,2.1.1.107		Cytochrome cd1 nitrite reductase;Uroporphyrinogen-III methyltransferase	2	1	False	True
seed.pwy518	Nitrate and nitrite ammonification		Nitrogen Metabolism;-		rxn00568,rxn10120,rxn03978,rxn05893,rxn10120,rxn10120,rxn05625,rxn00568,rxn00568,rxn00568,rxn00568,rxn10120,rxn10120,rxn10120,rxn10120,rxn10120,rxn10120,rxn10120	,,1.7.2.2,1.7.7.1,,,,1.7.1.4,1.7.1.4,1.7.1.4,1.7.1.4,1.7.99.4,,1.7.99.4,1.7.99.4,1.7.99.4,1.7.99.4,1.7.99.4		Assimilatory nitrate reductase large subunit;Cytochrome c-type protein NapC;Cytochrome c552 precursor;Ferredoxin--nitrite reductase;Ferredoxin-type protein NapG (periplasmic nitrate reductase);Nitrate reductase cytochrome c550-type subunit;Nitrate/nitrite transporter;Nitrite reductase [NAD(P)H] large subunit;Nitrite reductase [NAD(P)H] small subunit;Nitrite reductase probable [NAD(P)H] subunit;Nitrite reductase probable electron transfer 4Fe-S subunit;Periplasmic nitrate reductase precursor;Polyferredoxin NapH (periplasmic nitrate reductase);Respiratory nitrate reductase alpha chain;Respiratory nitrate reductase beta chain;Respiratory nitrate reductase delta chain;Respiratory nitrate reductase gamma chain;Respiratory nitrate reductase subunit, conjectural	18	12	False	True
seed.pwy519	Nitrogen fixation		Nitrogen Metabolism;-		rxn06874,rxn06874,rxn06874,rxn06874,rxn06874,rxn06874,rxn06874,rxn06874	1.18.6.1,1.18.6.1,1.18.6.1,1.18.6.1,1.18.6.1,1.18.6.1,1.18.6.1,1.18.6.1		Nitrogenase (iron-iron) alpha chain;Nitrogenase (iron-iron) beta chain;Nitrogenase (iron-iron) delta chain;Nitrogenase (molybdenum-iron) alpha chain;Nitrogenase (molybdenum-iron) beta chain;Nitrogenase (vanadium-iron) alpha chain;Nitrogenase (vanadium-iron) beta chain;Nitrogenase (vanadium-iron) delta chain	8	8	False	True
seed.pwy520	Nitrosative stress		Nitrogen Metabolism;-		rxn11932	1.7.99.7		Nitric-oxide reductase, quinol-dependent	1	1	False	True
seed.pwy521	AMP to 3-phosphoglycerate		Nucleosides and Nucleotides;-		rxn00018	4.1.1.39		Ribulose bisphosphate carboxylase	1	1	False	True
seed.pwy522	Adenosyl nucleosidases		Nucleosides and Nucleotides;-		rxn00143,rxn01138,rxn00143	3.2.2.16,2.4.2.1,3.2.2.9		5'-methylthioadenosine nucleosidase;Purine nucleoside phosphorylase;S-adenosylhomocysteine nucleosidase	3	3	False	True
seed.pwy523	De Novo Pyrimidine Synthesis		Nucleosides and Nucleotides;-		rxn01018,rxn01018,rxn00414,rxn00414,rxn01465,rxn08335,rxn08335,rxn08335,rxn01362,rxn00710,rxn00711,rxn05197,rxn00711	2.1.3.2,,6.3.5.5,6.3.5.5,3.5.2.3,1.3.3.1,1.3.3.1,1.3.3.1,2.4.2.10,4.1.1.23,,,2.4.2.9		Aspartate carbamoyltransferase;Aspartate carbamoyltransferase regulatory chain (PyrI);Carbamoyl-phosphate synthase large chain;Carbamoyl-phosphate synthase small chain;Dihydroorotase;Dihydroorotate dehydrogenase;Dihydroorotate dehydrogenase electron transfer subunit;Dihydroorotate dehydrogenase, catalytic subunit;Orotate phosphoribosyltransferase;Orotidine 5'-phosphate decarboxylase;Pyrimidine operon regulatory protein PyrR;Uracil permease;Uracil phosphoribosyltransferase	13	10	False	True
seed.pwy524	Hydantoin metabolism		Nucleosides and Nucleotides;-		rxn01748,rxn00654,rxn05197,rxn01626,rxn02085	3.5.2.5,3.5.1.6,,3.5.2.2,4.2.1.49		Allantoinase;Beta-ureidopropionase;Cytosine/purine/uracil/thiamine/allantoin permease family protein;Dihydropyrimidinase;Urocanate hydratase	5	4	False	True
seed.pwy525	Purine Utilization		Nucleosides and Nucleotides;-		rxn05682,rxn02761,rxn00016,rxn05197,rxn01225,rxn01297,rxn01523,rxn01297,rxn01297,rxn01297,rxn01297,rxn01298,rxn05202,rxn05201	,5.1.99.3,3.2.1.52,,3.5.4.3,,1.7.3.3,1.17.1.4,1.17.1.4,,1.17.1.4,1.17.3.2,,		Allantoin permease;Allantoin racemase;Beta-hexosaminidase;Cytosine/purine/uracil/thiamine/allantoin permease family protein;Guanine deaminase;Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS;Uricase;Xanthine dehydrogenase iron-sulfur subunit;Xanthine dehydrogenase, FAD binding subunit;Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A (1.17.1.4);Xanthine dehydrogenase, molybdenum binding subunit;Xanthine oxidase;Xanthine permease;Xanthine/uracil/thiamine/ascorbate permease family protein	14	8	False	True
seed.pwy526	Ribonucleotide reduction		Nucleosides and Nucleotides;-		rxn05232,rxn05231,rxn05231,rxn05231,rxn05231,rxn05231	1.17.4.2,1.17.4.1,1.17.4.1,1.17.4.1,1.17.4.1,		Ribonucleotide reductase of class III (anaerobic), large subunit;Ribonucleotide reductase of class Ia (aerobic), alpha subunit;Ribonucleotide reductase of class Ia (aerobic), beta subunit;Ribonucleotide reductase of class Ib (aerobic), alpha subunit;Ribonucleotide reductase of class Ib (aerobic), beta subunit;Ribonucleotide reduction protein NrdI	6	5	False	True
seed.pwy527	Nudix proteins (nucleoside triphosphate hydrolases)		Nucleosides and Nucleotides;Detoxification		rxn00775,rxn01519	3.6.1.13,3.6.1.23		ADP-ribose pyrophosphatase;Deoxyuridine 5'-triphosphate nucleotidohydrolase	2	2	False	True
seed.pwy528	De Novo Purine Biosynthesis		Nucleosides and Nucleotides;Purines		rxn00800,rxn00790,rxn00832,rxn00832,rxn02895,rxn02938,rxn02938,rxn03147,rxn00832,rxn00832,rxn02937,rxn03084,rxn03084,rxn03084,rxn03004,rxn04783,rxn00770	4.3.2.2,2.4.2.14,3.5.4.10,3.5.4.10,6.3.4.13,4.1.1.21,4.1.1.21,6.3.2.6,2.1.2.3,,6.3.3.1,6.3.5.3,6.3.5.3,6.3.5.3,2.1.2.2,2.1.2.-,2.7.6.1		Adenylosuccinate lyase;Amidophosphoribosyltransferase;IMP cyclohydrolase;IMP cyclohydrolase [alternate form];Phosphoribosylamine--glycine ligase;Phosphoribosylaminoimidazole carboxylase ATPase subunit;Phosphoribosylaminoimidazole carboxylase catalytic subunit;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazolecarboxamide formyltransferase;Phosphoribosylaminoimidazolecarboxamide formyltransferase [alternate form];Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylformylglycinamidine synthase, PurS subunit;Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit;Phosphoribosylformylglycinamidine synthase, synthetase subunit;Phosphoribosylglycinamide formyltransferase;Phosphoribosylglycinamide formyltransferase 2;Ribose-phosphate pyrophosphokinase	17	16	False	True
seed.pwy529	Purine conversions		Nucleosides and Nucleotides;Purines		rxn02521,rxn00132,rxn00131,rxn00926,rxn00139,rxn01137,rxn00134,rxn00097,rxn00800,rxn00838,rxn01444,rxn01444,rxn01352,rxn00837,rxn00917,rxn01225,rxn00239,rxn00836,rxn00834,rxn00835,rxn00927,rxn00117,rxn01138,rxn01298,rxn01544,rxn00915,rxn00134	3.1.4.16,3.1.3.5,3.2.2.4,3.5.4.2,2.4.2.7,3.5.4.4,2.7.1.20,2.7.4.3,4.3.2.2,6.3.4.4,2.7.1.76,2.7.1.113,3.1.5.1,1.7.1.7,6.3.5.2,3.5.4.3,2.7.4.8,2.4.2.8,1.1.1.205,2.7.1.73,3.2.2.1,2.7.4.6,2.4.2.1,1.17.3.2,2.4.2.22,2.4.2.22,2.7.1.20		2',3'-cyclic-nucleotide 2'-phosphodiesterase;5'-nucleotidase;AMP nucleosidase;Adenine deaminase;Adenine phosphoribosyltransferase;Adenosine deaminase;Adenosine kinase;Adenylate kinase;Adenylosuccinate lyase;Adenylosuccinate synthetase;Deoxyadenosine kinase;Deoxyguanosine kinase;Deoxyguanosinetriphosphate triphosphohydrolase;GMP reductase;GMP synthase [glutamine-hydrolyzing];Guanine deaminase;Guanylate kinase;Hypoxanthine-guanine phosphoribosyltransferase;Inosine-5'-monophosphate dehydrogenase;Inosine-guanosine kinase;Inosine-uridine preferring nucleoside hydrolase;Nucleoside diphosphate kinase;Purine nucleoside phosphorylase;Xanthine oxidase;Xanthine phosphoribosyltransferase;Xanthine-guanine phosphoribosyltransferase;putative Adenosine kinase	27	27	False	True
seed.pwy530	Xanthosine utilization (xap region)		Nucleosides and Nucleotides;Purines		rxn05680,rxn01138	,2.4.2.1		Xanthosine permease;Xanthosine phosphorylase	2	1	False	True
seed.pwy531	Pyrimidine utilization		Nucleosides and Nucleotides;Pyrimidines		rxn00654,rxn01626,rxn00720	3.5.1.6,3.5.2.2,1.3.1.2		Beta-ureidopropionase;Dihydropyrimidinase;Dihydropyrimidine dehydrogenase [NADP+]	3	3	False	True
seed.pwy532	pyrimidine conversions		Nucleosides and Nucleotides;Pyrimidines		rxn02521,rxn00132,rxn00714,rxn00410,rxn01368,rxn00364,rxn00717,rxn01220,rxn00407,rxn01223,rxn00117,rxn01138,rxn01366,rxn05289,rxn01143,rxn01146,rxn01513,rxn01520,rxn04464,rxn00711,rxn00365,rxn00365,rxn01366	3.1.4.16,3.1.3.5,3.6.1.17,6.3.4.2,3.5.4.5,2.7.4.14,3.5.4.1,2.7.1.74,3.5.4.13,2.1.2.8,2.7.4.6,2.4.2.1,2.4.2.2,1.8.1.9,2.7.1.21,2.4.2.4,2.7.4.9,2.1.1.45,2.1.1.148,2.4.2.9,2.7.1.48,2.7.1.48,2.4.2.3		2',3'-cyclic-nucleotide 2'-phosphodiesterase;5'-nucleotidase;Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical);CTP synthase;Cytidine deaminase;Cytidylate kinase;Cytosine deaminase;Deoxycytidine kinase;Deoxycytidine triphosphate deaminase;Deoxycytidylate 5-hydroxymethyltransferase;Nucleoside diphosphate kinase;Purine nucleoside phosphorylase;Pyrimidine-nucleoside phosphorylase;Thioredoxin reductase;Thymidine kinase;Thymidine phosphorylase;Thymidylate kinase;Thymidylate synthase;Thymidylate synthase (FAD);Uracil phosphoribosyltransferase;Uridine kinase;Uridine kinase [C1];Uridine phosphorylase	23	23	False	True
seed.pwy533	CBSS-203122.12.peg.188		Phages, Prophages, Transposable elements;-		rxn13783			Segregation and condensation protein B	1	0	False	True
seed.pwy534	High affinity phosphate transporter and control of PHO regulon		Phosphorus Metabolism;-		rxn05145,rxn05145,rxn05145,rxn05145	,,,		Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1);Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1);Phosphate transport system permease protein PstA (TC 3.A.1.7.1);Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	4	0	False	True
