ID	Name	Completness	VagueReactions	KeyReactions	KeyReactionsFound
|PWY-5892|	menaquinol-12 biosynthesis	50	0	0	0
|PWY-5897|	superpathway of menaquinol-11 biosynthesis	0	1	0	0
|MENAQUINONESYN-PWY|	menaquinol-8 biosynthesis	100	0	0	0
|PYRIDOXSYN-PWY|	pyridoxal 5'-phosphate biosynthesis I	100	0	0	0
|PLPSAL-PWY|	pyridoxal 5'-phosphate salvage I	100	0	0	0
|PWY-112|	lupeol biosynthesis	0	1	0	0
|PWY-7204|	pyridoxal 5'-phosphate salvage II (plants)	100	0	0	0
|PWY-6263|	superpathway of menaquinol-8 biosynthesis II	0	1	0	0
|PWY-6466|	pyridoxal 5'-phosphate biosynthesis II	0	0	0	0
|PWY-6105|	botryococcenes and methylated squalene biosynthesis	33	2	0	0
|PWY-6857|	retinol biosynthesis	40	0	0	0
|PWY-5972|	stearate biosynthesis I (animals and fungi)	75	3	1	0
|PWY-5377|	&alpha;-amyrin biosynthesis	0	1	0	0
|PWY-6875|	retinoate biosynthesis II	0	1	0	0
|PWY3O-355|	stearate biosynthesis III (fungi)	54	1	0	0
|PWY-5840|	superpathway of menaquinol-7 biosynthesis	0	1	0	0
|PWY-6872|	retinoate biosynthesis I	100	0	0	0
|PWY-5989|	stearate biosynthesis II (bacteria and plants)	75	0	0	0
|PWY-6767|	4,4'-diapolycopenedioate biosynthesis	100	3	0	0
|PWY-7041|	the visual cycle II (molluscs)	0	1	0	0
|PWY-6861|	the visual cycle I (vertebrates)	25	2	0	0
|PWY-5756|	saponin biosynthesis II	100	7	0	0
|PWY-7043|	11-<i>cis</i>-3-hydroxyretinal biosynthesis	0	5	0	0
|PWY-5849|	menaquinol-6 biosynthesis	100	0	0	0
|PWY-7042|	the visual cycle (insects)	0	3	0	0
|PWY-6735|	starch degradation IV	0	1	0	0
|PWY-7068|	ursolate biosynthesis	0	1	0	0
|PWY-6731|	starch degradation III	25	0	2	0
|PWY-6724|	starch degradation II	0	4	0	0
|PWY-5875|	staphyloxanthin biosynthesis	100	5	0	0
|PWY-6737|	starch degradation V	33	1	3	0
|PWY-7251|	pentacyclic triterpene biosynthesis	0	10	0	0
|PWY-6007|	arabidiol biosynthesis	0	1	0	0
|PWY-7475|	des-methyl avenacin A-1 biosynthesis	0	2	0	0
|PWY-6098|	diploterol and cycloartenol biosynthesis	0	0	0	0
|PWY-5203|	soybean saponin I biosynthesis	0	8	0	0
|PWY-6115|	avenacin biosynthesis, initial reactions	0	1	0	0
|PWY-5672|	ginsenosides biosynthesis	0	6	0	0
|PWY-7067|	betulinate biosynthesis	0	1	0	0
|PWY-5774|	saponin biosynthesis IV	0	4	0	0
|PWY-7072|	hopanoid biosynthesis (bacteria)	16	4	2	0
|PWY-6005|	marneral biosynthesis	0	1	0	0
|PWY-7474|	avenacin A-2 biosynthesis	0	1	0	0
|PWY-6095|	dammara-20,24-diene biosynthesis	0	0	0	0
|PWY-2541|	plant sterol biosynthesis	15	21	0	0
|PWY-6109|	mangrove triterpenoid biosynthesis	0	5	0	0
|PWY-6317|	D-galactose degradation I (Leloir pathway)	60	0	0	0
|PWY-7066|	glycyrrhetinate biosynthesis	0	5	0	0
|PWY66-422|	D-galactose degradation V (Leloir pathway)	60	0	1	1
|PWY-5759|	saponin biosynthesis III	0	3	0	0
|LACTOSECAT-PWY|	lactose and galactose degradation I	75	0	0	0
|PWY-7069|	oleanolate biosynthesis	0	1	0	0
|PWY-7568|	L-galactose degradation	0	1	1	0
|PWY-5992|	thalianol and derivatives biosynthesis	0	3	0	0
|GALDEG-PWY|	D-galactose degradation II	100	0	1	1
|PWY-7473|	avenacin A-1 biosynthesis	0	6	0	0
|PWY-6693|	D-galactose degradation IV	100	2	0	0
|PWY-6008|	baruol biosynthesis	0	1	0	0
|PWY-7476|	superpathway of avenacin A biosynthesis	0	1	0	0
|PWY-7634|	vernolate biosynthesis II	0	1	0	0
|PWY-6917|	vernolate biosynthesis III	0	2	0	0
|PWY-6014|	vernolate biosynthesis I	0	1	0	0
|BSUBPOLYAMSYN-PWY|	spermidine biosynthesis I	0	0	0	0
|PWY-6834|	spermidine biosynthesis III	25	0	1	0
|PWY-6559|	spermidine biosynthesis II	100	1	2	1
